Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21628,6/21/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
21653,6/21/2021,"JPMorgan Chase Bank, N.A.",Electronic,Yes,1,,Yes,,,Yes,,
21646,6/22/2021,"Rocket Ball, Ltd.",Electronic,Yes,20,Yes,,,,Yes,,
21647,6/22/2021,New Milford Public School District,Electronic,Yes,1,Yes,,,,Yes,,
21648,6/22/2021,Stephens & Smith Construction Company,Electronic,Yes,1,Yes,,Yes,,Yes,,
21649,6/22/2021,Walgreens Co,Paper,Yes,1,,,,,,,
21650,6/22/2021,St. Mark's School of Texas,Electronic,,30,Yes,,,,Yes,,
21651,6/22/2021,Northeast Rehabilitation Hospital Network,Both,Yes,1,,Yes,,,,,
21652,6/22/2021,"GTB Agency, LLC d/b/a Zubi",Electronic,Yes,1,Yes,,,,Yes,,
21655,6/22/2021,Social Law Library,Electronic,Yes,159,Yes,Yes,Yes,Yes,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21654,6/23/2021,Royal Caribbean Group,Electronic,Yes,241,,,Yes,Yes,,,
21632,6/23/2021,"Maximus, Inc.",Electronic,Yes,2531,Yes,,,,Yes,,
21633,6/23/2021,"Telephone and Data Systems, Inc.",Electronic,,1,Yes,,,,Yes,,
21634,6/23/2021,"Roto-Die Company, Inc., d/b/a RotoMetrics",Electronic,Yes,6,Yes,,,,Yes,,
21635,6/23/2021,"The Dovel Group, LLC",Electronic,Yes,32,Yes,Yes,Yes,Yes,Yes,,
21636,6/23/2021,"Asset Marketing Services, LLC d/b/a GovMint.com",Electronic,Yes,1172,,,,Yes,Yes,,
21637,6/23/2021,"Taylor & Taylor Associates, Inc.",Electronic,Yes,5,Yes,,,,Yes,,
21638,6/23/2021,"Stratus Technologies, Inc.",Electronic,Yes,2886,Yes,Yes,Yes,,Yes,,
21639,6/23/2021,Johnson Memorial Hospital,Paper,Yes,1,,,Yes,,,,
21640,6/23/2021,SAVERS BANK,Electronic,,1,,,,Yes,,,
21641,6/23/2021,Capital One,Paper,Yes,1,,,,Yes,,,
21642,6/23/2021,Salem Five Cents Savings Bank,Electronic,,10,,,,Yes,,,
21643,6/23/2021,WINCHESTER SAVINGS BANK,Electronic,,1,,,,Yes,,,
21644,6/23/2021,Salem Five Cents Savings Bank,Electronic,,19,,,,Yes,,,
21645,6/23/2021,"Ameriprise Financial, Inc.",Paper,Yes,2,Yes,,,,Yes,,
21631,6/24/2021,Sons of Liberty Spirits Company,Electronic,Yes,1,Yes,,,,Yes,,
21656,6/24/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
21657,6/24/2021,Admin. Dist. Council 1 of IL of the Int. Union of Bricklayers & Allied Crftwrks.,Electronic,Yes,6,Yes,,,,Yes,,
21658,6/24/2021,Lincoln Financial Group,Electronic,Yes,2,Yes,Yes,,,Yes,,
21659,6/24/2021,The Village Bank,Electronic,,3,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21661,6/24/2021,The Village Bank,Electronic,,1,,,,Yes,,,
21662,6/24/2021,TA Realty LLC,Electronic,Yes,241,Yes,Yes,Yes,Yes,Yes,,
21663,6/24/2021,Paxton Media Group,Electronic,Yes,23,Yes,,Yes,,Yes,,
21666,6/24/2021,The Contemporary Jewish Museum,Electronic,Yes,1,Yes,Yes,,,Yes,,
21667,6/24/2021,The International Association of Healthcare Central Service Materiel Management,Electronic,Yes,1,,,,Yes,,,
21668,6/25/2021,"Martin Energy Group Services, LLC",Electronic,Yes,13,Yes,,Yes,,Yes,,
21664,6/25/2021,TD Bank N.A.,Electronic,Yes,1,Yes,Yes,,Yes,Yes,,
21665,6/25/2021,WINCHESTER SAVINGS BANK,Electronic,,2,,,,Yes,,,
21678,6/25/2021,Brady Sullivan Properties,Electronic,Yes,865,Yes,Yes,Yes,Yes,Yes,,
21679,6/25/2021,"Brenntag North America, Inc.",Electronic,Yes,41,Yes,,Yes,,Yes,,
21680,6/25/2021,"Wells Fargo Bank, N.A.",Electronic,Yes,1,,Yes,,Yes,Yes,,
21681,6/25/2021,Honor Credit Union,Electronic,Yes,11,Yes,Yes,Yes,,Yes,,
21682,6/25/2021,Jawonio,Electronic,Yes,5,Yes,Yes,,,Yes,,
21683,6/25/2021,"Ansell Grimm & Aaron, PC",Electronic,Yes,4,,Yes,,Yes,Yes,,
21684,6/25/2021,"Conventus Orthopaedics, Inc.",Electronic,Yes,4,Yes,Yes,,,Yes,,
21688,6/25/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
21676,6/26/2021,"Town of Salem, New Hampshire",Electronic,Yes,15108,Yes,Yes,Yes,Yes,Yes,,
21677,6/26/2021,Otoe-Missouria Development Authority,Electronic,Yes,11,Yes,Yes,Yes,,Yes,,
21670,6/28/2021,Ankle and Foot Physicians and Surgeons PLLC,Electronic,Yes,1,,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21671,6/28/2021,"American Express Travel Related Services Company, Inc.",Electronic,,2,,,,Yes,,,
21672,6/28/2021,Braman Management Association,Electronic,Yes,39,Yes,Yes,Yes,Yes,Yes,,
21673,6/28/2021,Pharmavite LLC,Electronic,Yes,1,Yes,,,,Yes,,
21674,6/28/2021,Inteplast Group,Electronic,Yes,2,Yes,,,,Yes,,
21675,6/28/2021,Cove Risk LLC,Electronic,Yes,220,Yes,Yes,Yes,,Yes,,
21689,6/28/2021,Guidehouse,Electronic,,277,Yes,Yes,,,Yes,,
21690,6/28/2021,"MultiPlan, Inc.",Electronic,,1,Yes,,,,Yes,,
21691,6/28/2021,Salesianum School,Electronic,Yes,2,Yes,,,,,,
21692,6/29/2021,Rockland Trust,Electronic,Yes,2,,Yes,,,Yes,,
21685,6/29/2021,"Handi Quilter, Inc.",Electronic,Yes,1,,,,Yes,Yes,,
21686,6/29/2021,Justworks Employment Group LLC,Electronic,Yes,2,Yes,,,,Yes,,
21687,6/29/2021,Mortgage Network Inc.,Paper,Yes,3,Yes,,,Yes,Yes,,
21669,6/29/2021,Supplemental Income Trust Fund; MonRoc Administrators LLC,Electronic,,5,Yes,,,,Yes,,
21660,6/29/2021,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
21759,6/29/2021,Arctaris Impact Investors LLC,Electronic,,27,Yes,Yes,,,Yes,,
21760,6/29/2021,Press-Seal Corporation,Electronic,,1,Yes,,,,Yes,,
21761,6/29/2021,"Freund, Freeze & Arnold, LPA",Electronic,,29,Yes,Yes,,,Yes,,
21749,6/30/2021,Arthur J. Gallagher & Co.,Electronic,Yes,19164,Yes,Yes,Yes,,Yes,,
21750,6/30/2021,Yeshiva University,Electronic,Yes,2,Yes,,,,Yes,,
21751,6/30/2021,Safer Foundation,Electronic,Yes,1,Yes,,,,Yes,,
21752,6/30/2021,Gateways: Access to Jewish Education,Electronic,Yes,3,,Yes,Yes,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21753,6/30/2021,United Way of Greater Portland,Electronic,Yes,8,Yes,,,,Yes,,
21754,6/30/2021,Hudson Envelope of New Jersey Corp.,Electronic,Yes,341,,Yes,,,,,
21755,6/30/2021,"Spectrum Pharmaceuticals, Inc.",Electronic,Yes,11,Yes,,,,Yes,,
21756,6/30/2021,Federal Management,Electronic,Yes,1,Yes,,,,Yes,,
21757,6/30/2021,"E.T. Dayton, Inc. dba Dayton Ritz and Osborne",Electronic,Yes,7,Yes,,Yes,,Yes,,
21730,7/1/2021,Mod Op LLC,Electronic,Yes,1,,Yes,,,Yes,,
21731,7/1/2021,KENNETH WEISS AND COMPANY PC,Electronic,Yes,13,Yes,Yes,Yes,,Yes,,
21732,7/1/2021,Cirque du Soleil Canada Inc.,Electronic,Yes,1,Yes,,,,Yes,,
21733,7/1/2021,Professional Business Systems d/b/a Practicefirst Medical Management Solutions,Electronic,Yes,1318,Yes,Yes,Yes,Yes,Yes,,
21734,7/1/2021,"The Producer Group, LLC D/B/A The Todd Organization",Electronic,,113,Yes,Yes,Yes,,Yes,,
21735,7/1/2021,TEP Holdings LLC,Electronic,Yes,2,Yes,,,,Yes,,
21736,7/1/2021,"All Copy Products, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
21737,7/1/2021,Webster Five Cents Savings Bank,Electronic,,16,,,,Yes,,,
21738,7/1/2021,Nevada Restaurant Services Inc.,Electronic,Yes,312,Yes,,Yes,,Yes,,
21739,7/1/2021,RAB Lighting Inc.,Electronic,Yes,1,Yes,,,,Yes,,
21740,7/1/2021,"JP Noonan Transportation, Inc",Electronic,Yes,7594,Yes,,Yes,,,,
21741,7/1/2021,Sitzberger & Company,Electronic,Yes,,Yes,,,,Yes,,
21742,7/1/2021,Data Driven Holdings,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
21743,7/1/2021,"Lourdes University, Sisters of St.
Francis of Sylvania",Electronic,Yes,5,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21744,7/1/2021,"Kelly Klee, Inc.",Electronic,,8,,,Yes,,Yes,,
21745,7/1/2021,"The County of Delaware, Pennsylvania",Electronic,Yes,3,Yes,,,,Yes,,
21746,7/1/2021,Avient Corporation,Electronic,Yes,138,Yes,,,,Yes,,
21747,7/1/2021,"American Express Travel Related Services Company, Inc.",Electronic,,2,,,,Yes,,,
21748,7/1/2021,"Ken's Foods, Inc",Electronic,Yes,1877,Yes,,,,Yes,,
21836,7/2/2021,UnitedHealthcare,Electronic,,344,Yes,,,,Yes,,
21714,7/2/2021,Morgan Stanley,Electronic,,407,Yes,,,,Yes,,
21715,7/2/2021,"J . J. Keller & Associates, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
21716,7/2/2021,McCabe & Associates,Electronic,Yes,3,Yes,Yes,,,Yes,,
21717,7/2/2021,"Indian Industries, Inc d/b/a RAVE Sports",Electronic,Yes,1,,,Yes,,Yes,,
21718,7/2/2021,"Navistar, Inc.",Electronic,Yes,74,Yes,,,,Yes,,
21719,7/2/2021,"GPCD Partners, LLC",Electronic,Yes,6,Yes,Yes,Yes,Yes,Yes,,
21720,7/2/2021,"American Express Travel Related Services Company, Inc",Electronic,,2013,,,,Yes,,,
21721,7/2/2021,Watertown Savings Bank,Electronic,,4,Yes,,,Yes,Yes,,
21722,7/2/2021,"The Paradies Shops, LLC",Electronic,Yes,655,Yes,Yes,Yes,,Yes,,
21723,7/2/2021,The Village Bank,Electronic,,2,,,,Yes,,,
21724,7/2/2021,CentraCare Health System,Electronic,,1,Yes,,,,Yes,,
21725,7/2/2021,Cape Cod Five,Electronic,Yes,1,Yes,Yes,,,Yes,,
21726,7/2/2021,Bay Cove Human Services,Electronic,Yes,31,,,,,,,
21727,7/2/2021,Computershare,Paper,Yes,1,Yes,,,,Yes,,
21728,7/2/2021,Postlethwaite & Netterville APAC,Electronic,Yes,13,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21729,7/2/2021,WINCHESTER SAVINGS BANK,Electronic,,4,,,,Yes,,,
21713,7/5/2021,"Fisher Fiduciary Services, Inc.",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
21762,7/6/2021,Zurich American Insurance Company,Electronic,Yes,21,,,Yes,,Yes,,
21693,7/6/2021,Biocrates life sciences ag,Electronic,Yes,2,Yes,Yes,,,Yes,,
21694,7/6/2021,The Cooperative Bank of Cape Cod,Electronic,,211,,,,Yes,,,
21695,7/6/2021,Virtus Percision Tube,Electronic,Yes,1,Yes,,,,Yes,,
21696,7/6/2021,Assured Investment Management LLC,Paper,Yes,3,Yes,,,,Yes,,
21697,7/6/2021,Marsh McLennan,Electronic,,6709,,,Yes,,Yes,,
21698,7/6/2021,"Wolfe Clinic, P.C.",Electronic,Yes,68,Yes,,,,Yes,,
21707,7/6/2021,"FloWorks International, LLC",Electronic,Yes,4,Yes,,Yes,,Yes,,
21708,7/6/2021,"Cronin, Hanley & Van Zile LLC",Electronic,Yes,2,Yes,Yes,,,Yes,,
21709,7/6/2021,Financière des Professionnels,Electronic,Yes,6,,,Yes,,Yes,,
21710,7/6/2021,UniBank,Electronic,Yes,9,Yes,Yes,Yes,,Yes,,Yes
21711,7/6/2021,"Wells Fargo Bank, N.A.",Electronic,Yes,1,,Yes,,Yes,Yes,,
21712,7/6/2021,MASS Design Group,Electronic,Yes,108,Yes,,,,Yes,,
21700,7/7/2021,"J&M Brown Company, Inc",Electronic,Yes,637,Yes,Yes,,,Yes,,
21701,7/7/2021,Coastal Family Health Center,Electronic,,11,Yes,,,,Yes,,
21702,7/7/2021,Lakeside Insurance Brokers,Electronic,,1,,,Yes,,Yes,,
21703,7/7/2021,Bank of Oak Ridge,Electronic,,5,Yes,,Yes,,Yes,,
21704,7/7/2021,"B-G Mechanical, Inc.  ³B-G´ ",Electronic,Yes,44,Yes,,,,Yes,,
21705,7/7/2021,East Coast Seafood Group LLC,Electronic,Yes,293,Yes,Yes,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21706,7/7/2021,The Boulos Company,Electronic,Yes,6,Yes,,,,Yes,,
21699,7/8/2021,Adams Communtiy Bank,Electronic,,3,,,,Yes,,,
21763,7/8/2021,Workers Federal Credit Union,Electronic,Yes,0,,Yes,,,,,
21830,7/8/2021,"ACE Surgical Supply Co., Inc.",Electronic,Yes,1217,Yes,Yes,,,Yes,,
21831,7/8/2021,CNA Financial Corporation,Electronic,Yes,1206,Yes,,,,Yes,,
21832,7/9/2021,Principal Life Insurance Company,Electronic,Yes,2,Yes,,,,Yes,,
21833,7/9/2021,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
21834,7/9/2021,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
21835,7/9/2021,"Guess?, Inc.",Electronic,Yes,6,Yes,Yes,Yes,,Yes,,
21810,7/9/2021,"CSI Financial Services, LLC",Electronic,Yes,94,Yes,Yes,Yes,Yes,Yes,,
21811,7/9/2021,"Crown Laboratories, Inc.",Electronic,Yes,3,Yes,,,,Yes,,
21812,7/9/2021,Turner Construction Company,Electronic,Yes,3,Yes,,Yes,,Yes,,
21827,7/9/2021,The Village Bank,Electronic,,1,,,,Yes,,,
21809,7/10/2021,Savage and Associates Inc,Electronic,Yes,10,Yes,Yes,,,Yes,,
21938,7/10/2021,"American Express Travel Related Services Company, Inc.",Electronic,,6,,,,Yes,,,
21823,7/12/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
21818,7/12/2021,Eastern Bank,Electronic,,263,,,,Yes,,,
21819,7/12/2021,The Commonwealth of Massachusetts Executive Office of Health & Human Services,Electronic,Yes,1,Yes,,,,,,
21820,7/12/2021,The Commonwealth of Massachusetts Department of Revenue,Paper,Yes,1,Yes,,,,Yes,,
21821,7/12/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21804,7/12/2021,"American Express Travel Related Services Company, Inc",Electronic,,20,,,,Yes,,,
21805,7/12/2021,Clover Park School District,Electronic,Yes,4,Yes,,,,Yes,,
21806,7/12/2021,American Signal Corporation,Electronic,Yes,1,Yes,Yes,,,Yes,,
21807,7/12/2021,D.E. Reed Agency Inc,Electronic,,9,Yes,Yes,,,Yes,,
21808,7/12/2021,4D Path Inc.,Electronic,Yes,15,Yes,,,,Yes,,
21801,7/13/2021,Animal Behavior College,Electronic,Yes,52,Yes,,,,Yes,,
21802,7/13/2021,Massachusetts Department of Transportation Registry of Motor Vehicles,Paper,,113,Yes,,Yes,,,,
21803,7/13/2021,"American Express Travel Related Services Company, Inc",Electronic,,2,,,,Yes,,,
21825,7/13/2021,Florida Heart Associates,Electronic,Yes,103,,,,,Yes,,
21817,7/14/2021,Massachusetts College of Art and Design,Electronic,,8,Yes,Yes,,Yes,Yes,,
21828,7/14/2021,"New Precision Technology, LLC dba USI",Electronic,Yes,1,Yes,,Yes,,Yes,,
21792,7/14/2021,UnitedHealthcare,Electronic,Yes,13,,,,,Yes,,
21793,7/14/2021,RG Holdco LLC,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
21794,7/14/2021,Louisiana State University,Electronic,Yes,1,Yes,,,,Yes,,
21795,7/14/2021,University Federal Credit Union,Electronic,Yes,1,,Yes,,,,,
21796,7/14/2021,"Boston Towing and Transportation, a division of Reinauer Transportation Companies",Paper,Yes,27,Yes,,,,Yes,,
21797,7/14/2021,PennEngineering & Manufacturing Corp.,Electronic,Yes,1,,,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21798,7/14/2021,"New Precision Technology, LLC / dba USI, IncNew Precision Technology, LLC / dba USI, Inc",Electronic,Yes,1,Yes,,Yes,,Yes,,
21799,7/14/2021,"American Express Travel Related Services Company, Inc",Electronic,,5,,,,Yes,,,
21800,7/14/2021,Massachusetts Department of Transportation Registry of Motor Vehicles,Paper,,43,Yes,,Yes,,,,
21786,7/15/2021,ASIS International,Electronic,Yes,5,,,,Yes,,,
21787,7/15/2021,"Enfield Enterprises, Inc.",Electronic,Yes,134,Yes,,Yes,,Yes,,
21788,7/15/2021,Cohen Milstein Sellers & Toll PLLC,Electronic,Yes,1166,Yes,,,,Yes,,
21789,7/15/2021,"Diamond Foods, LLC",Electronic,Yes,1,Yes,,,,Yes,,
21790,7/15/2021,Chester Upland School District,Electronic,Yes,1,Yes,,,,Yes,,
21791,7/15/2021,"³K´ Line America, Inc.",Electronic,Yes,4,Yes,Yes,,,Yes,,
21774,7/16/2021,ASARCO LLC,Electronic,Yes,20,Yes,Yes,Yes,,Yes,,
21775,7/16/2021,Intermountain Healthcare,Electronic,,8,Yes,,Yes,,Yes,,
21776,7/16/2021,"The Food Group, Inc.",Electronic,,5,,Yes,,,Yes,,
21777,7/16/2021,Unity National Bank,Electronic,Yes,2,Yes,,,,Yes,,
21778,7/16/2021,"American Express Travel Related Services Company, Inc.",Electronic,,3,,,,Yes,,,
21779,7/16/2021,Advocate Aurora Health,Electronic,,2,Yes,,Yes,,Yes,,
21780,7/16/2021,Primo Water Corporation,Electronic,Yes,1,Yes,,Yes,,Yes,,
21781,7/16/2021,Digital Federal Credit Union,Electronic,,32,,,,Yes,Yes,,
21782,7/16/2021,"American Express Travel Related Services Company, Inc.",Electronic,,3,,,,Yes,,,
21783,7/16/2021,Campbell Conroy & O'Neil,Electronic,Yes,133,Yes,Yes,Yes,Yes,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21784,7/16/2021,Community Foundation of Tomkins Counrt,Electronic,Yes,9,,Yes,,,Yes,,
21785,7/16/2021,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
21842,7/16/2021,Buckeye International Inc.,Electronic,Yes,9,Yes,,,,Yes,,
21770,7/19/2021,"Schwarz Partners, L.P.",Electronic,Yes,4,Yes,Yes,Yes,Yes,Yes,,
21771,7/19/2021,The Guardian Insurance Company of America,Paper,Yes,2,Yes,,,,Yes,,
21772,7/19/2021,Davaco LP,Electronic,Yes,96,Yes,,Yes,,Yes,,
21773,7/19/2021,"American Express Travel Related Services Company, Inc.",Electronic,,6,,,,Yes,,,
21765,7/20/2021,Personal Genome Diagnostics Inc.,Electronic,Yes,2,Yes,,,,Yes,,
21766,7/20/2021,"Academic HealthPlans, Inc.",Electronic,Yes,265,Yes,,,,Yes,,
21767,7/20/2021,"Citizens Bank, N.A.",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
21768,7/20/2021,"Orlando Family Physician, LLC",Electronic,Yes,233,Yes,,,,Yes,,
21769,7/20/2021,"American Express Travel Related Services Company, Inc.",Electronic,,7,,,,Yes,,,
21764,7/21/2021,Bank of America,Paper,,1,Yes,Yes,,,Yes,,
21829,7/21/2021,The Life is Good Company,Electronic,Yes,1,,Yes,,,Yes,,
21866,7/21/2021,"Meridian Printing, Inc.",Electronic,Yes,18,Yes,Yes,Yes,,Yes,,
21867,7/21/2021,"Ironside Insurance Group, LLC",Electronic,,38,,,Yes,,Yes,,
21868,7/21/2021,"Arthur J. Coleman & Son, Inc",Electronic,Yes,20,Yes,,Yes,,Yes,,
21869,7/21/2021,"Forest City Trade Group, LLC",Electronic,Yes,20,Yes,Yes,,,Yes,,
21870,7/21/2021,IBW Financial Corporation d/b/a Industrial Bank,Electronic,Yes,6,Yes,Yes,,,Yes,,
21857,7/22/2021,H.G. Fries & Company,Electronic,Yes,2,Yes,Yes,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21858,7/22/2021,Principal Life Insurance Company,Electronic,Yes,1,Yes,,,,Yes,,
21859,7/22/2021,"Peabody Properties, Inc.",Electronic,Yes,791,Yes,Yes,Yes,Yes,Yes,,
21860,7/22/2021,Rockland Trust,Electronic,Yes,2,,Yes,,,Yes,,
21861,7/22/2021,Metropolitan Washington Association of Independent Insurance Agents,Electronic,Yes,1,Yes,,,,Yes,,
21862,7/22/2021,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
21863,7/22/2021,Entrust Medical Billing,Electronic,Yes,1,,,,,,,
21864,7/22/2021,"Saybrook Fund Advisors, LLC",Electronic,Yes,1,Yes,,,,Yes,,
21865,7/22/2021,"Adelda Health, Inc. d/b/a Star Refining",Electronic,Yes,50,Yes,,Yes,,Yes,,
21826,7/22/2021,Academic Health Plans,Electronic,Yes,13,Yes,,,,Yes,,
21813,7/22/2021,St. Anne's Credit Union,Paper,Yes,1,,Yes,,,Yes,,
21814,7/22/2021,"Gilmore Rees & Carlson, PC",Electronic,Yes,1137,Yes,Yes,,,Yes,,
21815,7/22/2021,"Computer Information Concepts, Inc.",Electronic,Yes,39,Yes,,,,Yes,,
21816,7/22/2021,Massachusetts Continuining Legal Education,Electronic,Yes,171,Yes,,Yes,Yes,Yes,,
21822,7/23/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
21849,7/23/2021,Sallie Mae,Electronic,Yes,2,Yes,,,,Yes,,
21850,7/23/2021,UnitedHealthcare,Electronic,,2,Yes,,,Yes,,,
21851,7/23/2021,Savory Spice,Electronic,Yes,1282,,,,Yes,,,
21852,7/23/2021,"Maximum Quality Foods, Inc.",Electronic,Yes,2,Yes,Yes,,,Yes,,
21853,7/23/2021,Yale New Haven Health Services Corporation,Electronic,,7,Yes,,,,Yes,,
21854,7/23/2021,Electronic Environments Co. LLC,Electronic,,419,Yes,Yes,Yes,Yes,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21855,7/23/2021,QBE Insurance Corporation,Electronic,,1,Yes,,,,Yes,,
21856,7/23/2021,"Resort Data Processing, Inc.",Electronic,Yes,213,,,,Yes,,,
21847,7/24/2021,"Karp, Ackerman, Small & Hogan, CPAs, PC",Electronic,Yes,20,Yes,Yes,Yes,,Yes,,
21848,7/24/2021,"Hyphen, LLC",Electronic,Yes,1531,Yes,Yes,,,Yes,,
21886,7/26/2021,"Broken Sound Club, Inc.",Electronic,Yes,19,Yes,,,,Yes,,
21887,7/26/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
21888,7/26/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
21889,7/26/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
21843,7/26/2021,Transform SR Holding Management LLC,Electronic,Yes,1,Yes,Yes,,,Yes,,
21844,7/26/2021,"Eagle Capital Management, LLC",Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
21845,7/26/2021,"Peter M. Macy, Esq.",Electronic,Yes,99,Yes,,,,Yes,,
21846,7/26/2021,Winchester Savings Bank,Electronic,,4,,,,Yes,,,
21841,7/26/2021,"Standard Modern Company, Inc.",Paper,,2697,Yes,,,,Yes,,
21837,7/27/2021,"American Express Travel Related Services Company, Inc.",Paper,,534,,,,Yes,,,
21838,7/27/2021,Massachusetts Department of Youth Services,Electronic,Yes,30,Yes,,Yes,,Yes,,Yes
21839,7/27/2021,Rawson and Sons Insurance Group LLC,Electronic,,3421,Yes,Yes,Yes,Yes,Yes,,
21840,7/27/2021,Carolina Eastern,Electronic,Yes,83,Yes,Yes,Yes,,Yes,,
21878,7/27/2021,D&K Engineering Inc.,Electronic,Yes,1,Yes,,,,Yes,,
21879,7/27/2021,"JEP Management, Inc.",Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
21880,7/27/2021,Massachusetts Department of Youth Services,Electronic,Yes,30,Yes,,,Yes,Yes,,Yes
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21881,7/27/2021,Jazz at Lincoln Center,Electronic,Yes,9,Yes,,,,Yes,,
21882,7/27/2021,MassBay Community College,Electronic,Yes,1,,Yes,,,Yes,,
21883,7/27/2021,"Wells Fargo Bank, N.A.",Electronic,Yes,1,,Yes,Yes,,Yes,,
21884,7/27/2021,Bippus State Corporation,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
