Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
16925,5/7/2020,"Burch & Cracchiolo, P.A.",Electronic,Yes,2,Yes,,,,Yes,,
16926,5/7/2020,Savers Bank,Electronic,,1,,,,Yes,,,
16927,5/7/2020,Principal Life Insurance Company,Electronic,Yes,86,Yes,,,,Yes,,
16928,5/7/2020,Baltimore Museum of Art,Electronic,Yes,6,Yes,Yes,,,Yes,,
16929,5/7/2020,Savers Bank,Electronic,,1,,,,Yes,,,
16930,5/7/2020,Savers Bank,Electronic,,2,,,,Yes,,,
16931,5/7/2020,Savers Bank,Electronic,,1,,,,Yes,,,
16932,5/7/2020,Savers Bank,Electronic,,1,,,,Yes,,,
16933,5/7/2020,Savers Bank,Electronic,,2,,,,Yes,,,
16934,5/7/2020,Doctors Community Medical Center,Electronic,Yes,8,Yes,,,,Yes,,
16910,5/8/2020,District Medical Group,Electronic,,1,Yes,,,,Yes,,
16911,5/8/2020,"Orbit Irrigation Products, LLC",Electronic,Yes,1,,,,Yes,,,
16912,5/8/2020,"Carestream Health, Inc.",Electronic,Yes,13,Yes,Yes,,,Yes,,
16913,5/8/2020,"Hepaco, LLC",Electronic,Yes,7,Yes,Yes,,Yes,Yes,,
16914,5/8/2020,The Village Bank,Electronic,,1,,,,Yes,,,
16915,5/8/2020,"API Source, Inc.",Electronic,,44,,,,Yes,Yes,,
16916,5/8/2020,VP Supply Corp.,Electronic,Yes,,Yes,Yes,Yes,,Yes,,
16917,5/8/2020,"American Stock Transfer & Trust Company, LLC",Electronic,Yes,1,,Yes,,,,,
16918,5/8/2020,People's United Bank,Paper,Yes,1,,Yes,,,Yes,,
16919,5/8/2020,TD Bank N.A.,Electronic,Yes,1,Yes,Yes,,Yes,Yes,,
16920,5/8/2020,Mille Lacs Health System,Electronic,Yes,1,Yes,,,,Yes,,
16909,5/9/2020,"Exeter Health Resources, Inc.",Electronic,,389,Yes,Yes,,,Yes,,
16901,5/11/2020,"Magellan Health, Inc.",Electronic,Yes,14997,Yes,Yes,,Yes,Yes,,
16902,5/11/2020,"Curtain Care Plus, Inc.",Electronic,Yes,5,Yes,Yes,,,Yes,,
16903,5/11/2020,St. Marys Credit Union,Electronic,,1,,,,Yes,,,
16904,5/11/2020,St. Marys Credit Union,Electronic,,4,,,,Yes,,,
16905,5/11/2020,Massachusetts Bay Community College,Electronic,Yes,64,,Yes,,,Yes,,
16906,5/11/2020,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,Yes,,
16907,5/11/2020,Intuit Inc.,Electronic,,1,Yes,,Yes,,Yes,,
16908,5/11/2020,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
16896,5/12/2020,Academy Mortgage Corp.,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
16897,5/12/2020,"Wells Fargo Bank, N.A.",Electronic,Yes,11,,Yes,,,Yes,,
16898,5/12/2020,Western New England University,Electronic,Yes,1,Yes,,,,Yes,,
16899,5/12/2020,Caring Health Center,Paper,Yes,298,Yes,,,,Yes,,
16900,5/12/2020,Webster Five Cents Savings Bank,Electronic,,11,,,,Yes,,,
16923,5/13/2020,U.S. Bank,Electronic,Yes,1,Yes,,,,Yes,,
16890,5/13/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16891,5/13/2020,Eastern Bank,Electronic,,2670,,,,Yes,,,
16892,5/13/2020,The Commonwealth of Massachusetts Department of Revenue,Electronic,Yes,1,Yes,,,,Yes,,
16893,5/13/2020,Tufts University,Electronic,Yes,14,Yes,,,,Yes,,
16894,5/13/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16895,5/13/2020,U.S. Bank,Electronic,Yes,1,Yes,,,,Yes,,
16960,5/13/2020,Brandywine Counseling and Community,Electronic,Yes,16,Yes,,,,Yes,,
16956,5/14/2020,Reedman Toll Auto World,Electronic,Yes,10,Yes,,Yes,,Yes,,
16957,5/14/2020,"PCL Constructors, Inc.",Electronic,,7,Yes,,,,Yes,,
16958,5/14/2020,The Village Bank,Electronic,,1,,,,Yes,,,
16959,5/14/2020,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
16950,5/15/2020,Sunrise Community Health,Electronic,,2,,Yes,,,Yes,,
16951,5/15/2020,"uDocor, Inc. dba Proceilingtiles.com",Electronic,Yes,44,,,,Yes,,,
16952,5/15/2020,Firstmark Services,Electronic,Yes,1,,Yes,,,,,
16953,5/15/2020,"The Stop & Shop Supermarket Co., LLC",Electronic,Yes,75,,,,Yes,,,
16954,5/15/2020,"The Stop & Shop Supermarket Co., LLC",Electronic,Yes,2,,,,Yes,,,
16955,5/15/2020,The Village Bank,Electronic,,1,,,,Yes,,,
16949,5/17/2020,ABC Imaging of Washington,Electronic,Yes,1,,Yes,,,,,
16943,5/18/2020,"Norton Life Lock, Inc.",Electronic,,4,Yes,Yes,,,Yes,,
16944,5/18/2020,Prime Communications,Electronic,Yes,49,Yes,,,,Yes,,
16945,5/18/2020,Woodlawn Dental Center,Electronic,Yes,1,Yes,,,,Yes,,
16946,5/18/2020,St. Marys Credit Union,Electronic,,1,,,,Yes,,,
16947,5/18/2020,"Doug Atkins CFC, Inc. dba Eagle Financial Designs",Electronic,Yes,1,,Yes,,,,,
16948,5/18/2020,Savers Bank,Electronic,,1,,,,Yes,,,
16941,5/19/2020,"American Express Travel Related Services Company, Inc.",Electronic,,607,,,,Yes,,,
16942,5/19/2020,"H&R Block Tax Group, Inc.",Paper,Yes,1,Yes,Yes,,,Yes,,
16935,5/20/2020,Arkansas Teacher Retirement System,Electronic,Yes,24,Yes,,,,Yes,,
16936,5/20/2020,Eli Lilly and Company,Electronic,Yes,7,Yes,,,,Yes,,
16937,5/20/2020,Main Street Bank,Electronic,,1,,,,Yes,,,
16938,5/20/2020,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
16939,5/20/2020,"RH White Companies, Inc.",Electronic,,663,,,,,Yes,,
16940,5/20/2020,Savers Bank,Electronic,,1,,,,Yes,,,
16961,5/20/2020,"Audio Visual Services Group, LLC. Dba PSAV",Electronic,Yes,78,Yes,,,,Yes,,
16962,5/20/2020,Bank of America,Electronic,Yes,177,Yes,,,,Yes,,
16963,5/20/2020,"Wells Fargo Bank, N.A.",Electronic,Yes,8,,Yes,,,,,
16991,5/20/2020,City of Torrance,Electronic,,4,Yes,Yes,Yes,,Yes,,
16992,5/20/2020,Allegheny Intermediate Unit,Electronic,,74,Yes,,Yes,,Yes,,
16988,5/21/2020,"Gustafson & Company, LLC",Electronic,Yes,7,Yes,Yes,,,Yes,,
16989,5/21/2020,Fidelity Brokerage Services LLC,Paper,Yes,2,Yes,Yes,,,Yes,,
16990,5/21/2020,American Express Travel Related Services Group,Electronic,,1,,,,Yes,,,
16984,5/22/2020,Cincinnati Parks Foundation,Electronic,Yes,4,Yes,Yes,,,Yes,,
16985,5/22/2020,TRH Financial LLC dba Hawkins Wealth Management,Electronic,,2,Yes,,,,Yes,,
16986,5/22/2020,Salem Five Cents Savings Bank,Electronic,,2,,Yes,,,,,
16987,5/22/2020,TD Bank N.A.,Both,Yes,2,Yes,Yes,Yes,,Yes,,
16994,5/22/2020,Sceptre Hospitality Resources,Electronic,,43,,,,Yes,,,
16983,5/23/2020,The Richards Group,Electronic,Yes,4,Yes,,,,Yes,,
16995,5/26/2020,"Milestones Financial Planning, LLC d/b/a Fox & Company Wealth Management",Electronic,Yes,10,Yes,Yes,Yes,,Yes,,
16973,5/26/2020,"Duben & Associates, Inc.",Electronic,,2,Yes,,,,Yes,,
16974,5/26/2020,Moffat & Nichol,Electronic,Yes,1,Yes,Yes,,,Yes,,
16975,5/26/2020,"Compas Health, Inc. d/b/a Compass Health Network",Electronic,,3,Yes,,,,Yes,,
16976,5/26/2020,Princeton Community Hospital,Electronic,,1,Yes,Yes,,,Yes,,
16977,5/26/2020,Volk Optical Inc.,Electronic,,8,,,,Yes,,,
16978,5/26/2020,Emerson Hospital,Electronic,,3127,Yes,,,,Yes,,
16979,5/26/2020,State Street Bank,Electronic,,17,,Yes,,,,,
16980,5/26/2020,Quest Education LLC,Electronic,Yes,17,Yes,Yes,,,Yes,,
16981,5/26/2020,Nordic Village Resort,Electronic,Yes,16,,,,Yes,,,
16982,5/26/2020,"Wells Fargo Bank, N.A.",Electronic,Yes,4,Yes,Yes,,,Yes,,
16964,5/27/2020,"D'Amore Tatman Group, LLC",Electronic,Yes,1,Yes,Yes,,,Yes,,
16965,5/27/2020,"Mat-Su Surgical Associates, APC",Electronic,Yes,1,Yes,,,,Yes,,
16966,5/27/2020,"Franty & Company, P.C.",Electronic,Yes,2,Yes,Yes,,,Yes,,
16967,5/27/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16968,5/27/2020,Main Street Bank,Electronic,,1,,,,Yes,,,
16969,5/27/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16970,5/27/2020,Lakewood Church,Electronic,Yes,1,,,Yes,,Yes,,
16971,5/27/2020,"H.T.L. Perma USA, LTD",Electronic,Yes,1,Yes,,,,Yes,,
16972,5/27/2020,Weston Presidio,Electronic,Yes,3,Yes,Yes,,,Yes,,
16996,5/27/2020,"AMIkids, Inc.",Electronic,Yes,9,Yes,Yes,Yes,,Yes,,
16997,5/27/2020,Therapia Staffing,Electronic,Yes,1,Yes,,,,Yes,,
16998,5/27/2020,Symbotic LLC,Electronic,,30,Yes,,Yes,,Yes,,
16999,5/27/2020,"Hello Doggie, Inc.",Electronic,Yes,18,Yes,Yes,,,Yes,,
16993,5/27/2020,"Vishay Precision Group, Inc.",Electronic,,2,Yes,Yes,,,Yes,,
17033,5/27/2020,"Yount, Hyde & Barbour, PC",Electronic,Yes,24,Yes,,,,Yes,,
17034,5/27/2020,Mabrey Bank,Electronic,,4,,Yes,,,,,
17035,5/28/2020,Amtrak,Electronic,Yes,533,,,,,Yes,,
17026,5/28/2020,"Dogeared, Inc.",Electronic,,71,,,,Yes,,,
17027,5/28/2020,"H.O. Penn Machinery Company, Inc.",Electronic,Yes,1,,Yes,,,,,
17028,5/28/2020,Boston University,Electronic,Yes,1,Yes,,,,Yes,,
17029,5/28/2020,Rockland Trust,Paper,,2,,Yes,,,Yes,,
17030,5/28/2020,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
17031,5/28/2020,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
17032,5/28/2020,"Car Wash Partners, Inc., dba Mister Car Wash",Electronic,Yes,7,Yes,,,,Yes,,
17014,5/29/2020,"Dixon Foods Group, Inc.",Electronic,,4,Yes,,,,Yes,,
17015,5/29/2020,"Right to the City Alliance, Inc.",Paper,Yes,1,,Yes,,,Yes,,
17016,5/29/2020,Pacific Life Insurance Company,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
17017,5/29/2020,"Good Samaritan Hospital, Inc.",Electronic,Yes,127,Yes,Yes,Yes,,Yes,,
17018,5/29/2020,"Peterson & Smith Equine Hospital, LLC",Electronic,Yes,1,Yes,,,,Yes,,
17019,5/29/2020,"Rogue & Co., LLC",Electronic,,34,,,,Yes,Yes,,
17020,5/29/2020,"JPMorgan Chase Bank, N.A.",Electronic,Yes,1,Yes,,,,Yes,,
17021,5/29/2020,The Village Bank,Electronic,,1,,,,Yes,,,
17022,5/29/2020,Pennsylvania Bar Association,Electronic,Yes,4,,,,Yes,,,
17023,5/29/2020,TD Bank N.A.,Paper,,1,Yes,Yes,Yes,,Yes,,
17024,5/29/2020,Icahn Automotive Group LLC,Electronic,Yes,1162,,Yes,Yes,,Yes,,
17025,5/29/2020,WINCHESTER SAVINGS BANK,Electronic,,2,Yes,,,,,,
17010,6/1/2020,"Illinois Industrial Tools d/b/a Great Lakes Wholesale Group, IIT-JMK",Electronic,Yes,3,,,,Yes,,,
17011,6/1/2020,Florida Engineers Management Corporation,Electronic,Yes,6,Yes,,,,Yes,,
17012,6/1/2020,New York Life Insurance Company,Electronic,Yes,1,Yes,,,,Yes,,
17013,6/1/2020,"Wells Fargo Bank, N.A.",Electronic,Yes,2,,Yes,,Yes,Yes,,
17005,6/2/2020,Paul Quinn College,Electronic,Yes,22,Yes,,,,Yes,,
17006,6/2/2020,"Wells Fargo Bank, N.A.",Electronic,Yes,2,,Yes,,,Yes,,
17007,6/2/2020,OrbiMed Advisors LLC,Electronic,Yes,3,Yes,Yes,,,Yes,,
17008,6/2/2020,"FabFitFun, Inc.",Electronic,Yes,9,,,,Yes,,,
17009,6/2/2020,Father Bill's & MainSpring,Electronic,Yes,901,Yes,,,,Yes,,
17036,6/3/2020,Bank of America,Paper,Yes,1,Yes,Yes,,,Yes,,
17057,6/3/2020,Fishing Partnership Support Services,Electronic,Yes,293,Yes,Yes,Yes,Yes,Yes,,
17058,6/3/2020,Resource Recycling Systems,Electronic,Yes,1,Yes,,,,Yes,,
17059,6/3/2020,Webster Five Cents Savings Bank,Electronic,,72,,,,Yes,,,
17000,6/3/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
17001,6/3/2020,Cambridge Savings Bank,Paper,Yes,1,Yes,Yes,,,Yes,,
17002,6/3/2020,Main Street Bank,Electronic,,2,,,,Yes,,,
17003,6/3/2020,Green Paper Products,Electronic,,2,,,,Yes,Yes,,
17004,6/3/2020,COUNTRY Life Insurance Company,Paper,Yes,1,,Yes,,,Yes,,
17050,6/4/2020,Bombas LLC,Paper,Yes,3108,,,,Yes,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
17051,6/4/2020,St. Michael's College,Electronic,,52,Yes,Yes,Yes,Yes,Yes,,
17052,6/4/2020,The Patterson Club,Electronic,,9,Yes,Yes,Yes,,Yes,,
17053,6/4/2020,The Village Bank,Electronic,,1,,,,Yes,,,
17054,6/4/2020,Cook & Morehart,Electronic,Yes,3,Yes,,,,Yes,,
17055,6/4/2020,Webster Five Cents Savings Bank,Electronic,,5,,,,Yes,,,
17056,6/4/2020,DAK Americas,Electronic,Yes,1,Yes,,Yes,,Yes,,
17047,6/5/2020,Republic Finance,Electronic,Yes,2,Yes,,,,Yes,,
17048,6/5/2020,Myron Corp. d/b/a Pen Factory,Electronic,Yes,252,,,,Yes,,,
17049,6/5/2020,BHHS Legacy Foundation,Electronic,Yes,1,Yes,,,,Yes,,
17046,6/8/2020,The Venice Golf and Country Club,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
17042,6/9/2020,"Technique Golf, LLC dba Super Stroke USA",Electronic,Yes,45,,,,Yes,,,
17043,6/9/2020,"Balcomb & Green, P.C.",Electronic,,2,Yes,,Yes,,Yes,,
17044,6/9/2020,"International Institute for Conflict Prevention & Resolution, Inc.",Electronic,Yes,1,,,,Yes,Yes,,
17045,6/9/2020,St Marys Credit Union,Electronic,,1,,,,Yes,,,
17037,6/10/2020,Eastern Bank,Electronic,,123,,,,Yes,,,
17038,6/10/2020,Main Street Bank,Electronic,,1,,,,Yes,,,
17039,6/10/2020,"Conway Health, Inc. d/b/a Conway Medical Center",Electronic,Yes,117,Yes,,,Yes,Yes,,
17040,6/10/2020,The Village Bank,Electronic,,2,,,,Yes,,,
17041,6/10/2020,The Village Bank,Electronic,,1,,,,Yes,,,
17060,6/10/2020,Geisinger Health Plan,Electronic,Yes,1,,Yes,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
17082,6/10/2020,Fort Worth Community Credit Union,Electronic,Yes,24,Yes,Yes,,,Yes,,
17083,6/10/2020,Henriott Group,Electronic,Yes,2,,,Yes,,Yes,,
17084,6/10/2020,Infra-Metals Co.,Electronic,Yes,2,Yes,,,,Yes,,
17085,6/10/2020,"Enstructure, LLC",Electronic,Yes,48,Yes,,Yes,,Yes,,
17080,6/11/2020,Tait Towers Manufacturing LLC,Electronic,Yes,1,Yes,Yes,,,Yes,,
17081,6/11/2020,"Scarinci Hollenbeck, LLC",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
17072,6/12/2020,Genworth,Electronic,Yes,4,Yes,Yes,,,Yes,,
17073,6/12/2020,"American Express Travel Related Services Company, Inc",Electronic,,312,,,,Yes,,,
17074,6/12/2020,"Common Cents Tax Services, Inc.",Electronic,Yes,1,Yes,,Yes,,Yes,,
17075,6/12/2020,Discover Financial Services,Electronic,,50,,,,Yes,,,
17076,6/12/2020,Discover Financial Services,Electronic,,37,,,,Yes,,,
17077,6/12/2020,"Wells Fargo Bank, N.A.",Electronic,Yes,1,,Yes,,,Yes,,
17078,6/12/2020,St. Lucie County Board of Commissioners,Electronic,Yes,1,Yes,,,,Yes,,
17079,6/12/2020,Brooks International,Electronic,Yes,2,Yes,,,,Yes,,
17064,6/15/2020,"Community Solutions, Inc.",Electronic,Yes,16,Yes,Yes,Yes,,Yes,,
17065,6/15/2020,New Horizons Credit Union,Electronic,Yes,17,Yes,Yes,Yes,Yes,Yes,,
17066,6/15/2020,"PeoplesBank, A Codorus Valley Company",Electronic,Yes,5,Yes,Yes,,,Yes,,
17067,6/15/2020,Greenfield Cooperative Bank,Paper,Yes,24,,Yes,,,Yes,,
17068,6/15/2020,"DAAR Engineering, Inc.",Electronic,,1,Yes,Yes,,,Yes,,
17069,6/15/2020,SAVERS BANK,Electronic,,2,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
17070,6/15/2020,"Keystone Natural Holdings, LLC",Electronic,Yes,1,Yes,,,,Yes,,
17071,6/15/2020,"Bionik Laboratories Corp., and its subsidiaries Bionik, Inc. and Bionik Laboratories Inc.",Electronic,,32,Yes,,,,Yes,,
17086,6/15/2020,"Davis-Ulmer Sprinkler Company, Inc. dba Ellis Fire Suppression",Paper,Yes,111,Yes,Yes,,,Yes,,
17641,6/15/2020,Town of Concord,Electronic,,2619,Yes,,,,Yes,,
17062,6/16/2020,The Village Bank,Electronic,,1,,,,Yes,,,
17063,6/16/2020,"Wells Fargo Bank, N.A.",Electronic,Yes,1,,Yes,,,Yes,,
17061,6/17/2020,Winchester Savings Bank,Electronic,,2,Yes,,,,Yes,,
17087,6/17/2020,"HRB Tax Group, Inc.",Electronic,Yes,4,Yes,,,,Yes,,
17088,6/17/2020,Main Street Bank,Electronic,,1,,,,Yes,,,
17089,6/17/2020,The Cooperative Bank of Cape Cod,Electronic,,387,,,,Yes,,,
17091,6/17/2020,"Digital Management, LLC",Electronic,Yes,40,Yes,Yes,,,Yes,,
17092,6/17/2020,"Max Linear, Inc.",Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
17130,6/17/2020,The Newberry Group,Electronic,Yes,1,Yes,,,,Yes,,
17131,6/17/2020,"Transamerica, LLC and its affiliates",Paper,Yes,1,Yes,,,,Yes,,
17132,6/18/2020,Securities America Inc,Paper,Yes,2,Yes,,,,Yes,,
17118,6/18/2020,"Le Duff America, Inc.",Electronic,Yes,979,Yes,,,,Yes,,
17119,6/18/2020,Valencia College,Electronic,Yes,3,Yes,,,,Yes,,
17120,6/18/2020,North Shore Pain Management,Electronic,Yes,11907,Yes,Yes,,Yes,Yes,,
17121,6/18/2020,American Medical Technologies,Electronic,Yes,201,Yes,,Yes,,Yes,,
17122,6/18/2020,"Kelly Financial Group, LLC",Electronic,Yes,11,Yes,Yes,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
17123,6/18/2020,"Alliant Insurance Services, Inc.",Electronic,Yes,8,Yes,Yes,Yes,,Yes,,
17124,6/18/2020,Arkansas Repertory Theatre,Electronic,Yes,1,Yes,,Yes,Yes,Yes,,
17125,6/18/2020,"American Express Travel Related Services Company, Inc.",Electronic,,23,,,,Yes,,,
17126,6/18/2020,Community Teamwork,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
17127,6/18/2020,Savers Bank,Electronic,,1,,,,Yes,,,
17128,6/18/2020,Massachusetts General Hospital,Paper,Yes,1,,Yes,,,,,
17129,6/18/2020,"Wells Fargo Bank, N.A.",Electronic,Yes,2,,,,Yes,Yes,,
17112,6/19/2020,STRATA Trust Company,Electronic,Yes,191,Yes,Yes,Yes,Yes,Yes,,
17113,6/19/2020,Woodforest National Bank,Electronic,,1,Yes,Yes,Yes,Yes,Yes,,
17114,6/19/2020,"Joseph J. Gormley, CPA",Electronic,Yes,2,Yes,Yes,,,Yes,,
17115,6/19/2020,News-Press & Gazette Company,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
17116,6/19/2020,CodeMetro,Electronic,,816,Yes,,Yes,,,,
17117,6/19/2020,TD Bank N.A.,Electronic,Yes,1,Yes,Yes,,Yes,Yes,,
17110,6/20/2020,Concorde Investment Services,Electronic,Yes,1397,Yes,Yes,Yes,Yes,Yes,,
17104,6/22/2020,Ottawa Kent Insurance Agency,Electronic,Yes,1,Yes,,,,Yes,,
17105,6/22/2020,"GAIN Capital Group, LLC",Electronic,,321,,Yes,,,,,
17106,6/22/2020,One Hope United,Electronic,Yes,1,,Yes,,,,,
17107,6/22/2020,"Bailard, Inc.",Electronic,Yes,11,Yes,Yes,,,Yes,,
17108,6/22/2020,Florida Orthopaedic Institute,Electronic,Yes,731,Yes,,,,Yes,,
17109,6/22/2020,"Mattress Insider, LLC",Electronic,,24,,,,Yes,Yes,,
17098,6/23/2020,Eagle Community Credit Union,Electronic,Yes,15,Yes,Yes,Yes,Yes,Yes,,
17099,6/23/2020,Herschend Family Entertainment Corporation,Electronic,Yes,21,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
17100,6/23/2020,Paramount Bank,Electronic,,18,Yes,Yes,,Yes,Yes,,
17101,6/23/2020,South Shore Bank,Electronic,Yes,3,Yes,Yes,Yes,,Yes,,
17102,6/23/2020,South Shore Bank,Paper,Yes,3,Yes,,,,Yes,,
17103,6/23/2020,ExamOne (a Quest Diagnostics Company),Paper,,1,Yes,,Yes,,Yes,,
17093,6/24/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
17094,6/24/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
17095,6/24/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
17096,6/24/2020,Cognizant Technology Solutions Corporation,Electronic,Yes,57,Yes,Yes,Yes,Yes,Yes,,
17097,6/24/2020,Hilton Grand Vacations,Paper,,1,,Yes,,,,,
17133,6/24/2020,Kroto Inc. d/b/a iCanvas,Electronic,Yes,226,,,,Yes,Yes,,
17111,6/24/2020,CHI St. Luke's Health Memorial,Electronic,Yes,4,Yes,,,,Yes,,
17180,6/24/2020,Ketterer Company,Electronic,,81,,,,Yes,,,
17181,6/24/2020,"NewGround Resources, Inc.",Electronic,,2,Yes,,,,Yes,,
17182,6/24/2020,The Village Bank,Electronic,,2,,,,Yes,,,
17187,6/24/2020,Lawrence General Hospital,Electronic,Yes,1,,,,,,,
17174,6/25/2020,"Wells Fargo Bank, N.A.",Paper,Yes,1,,Yes,,,Yes,,
17175,6/25/2020,Lawyers Title Middle Peninsula Northern Neck Agency Inc.,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
17176,6/25/2020,"Alpert, Barr & Grant",Electronic,Yes,1,,,Yes,,,,
17177,6/25/2020,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
17178,6/25/2020,Dirty Water Sports and Memorbilia,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
17179,6/25/2020,DLL Finance LLC,Electronic,,3,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
17167,6/26/2020,American Statistical Association,Electronic,Yes,33,,Yes,,Yes,Yes,,
17168,6/26/2020,"American Express Travel Related Services Company, Inc.",Both,,1,,,,Yes,,,
17169,6/26/2020,Gould Cooksey Fennell,Electronic,Yes,2,Yes,,,,Yes,,
17170,6/26/2020,"American Express Travel Related Services Company, Inc",Electronic,,14,,,,Yes,,,
17171,6/26/2020,Jackson National Life Insurance Company,Paper,Yes,2,Yes,Yes,,,Yes,,
17172,6/26/2020,St Marys Credit Union,Electronic,,1,,,,Yes,,,
17173,6/26/2020,Milford Regional Medical Center,Electronic,,3213,Yes,Yes,,,Yes,,
17165,6/27/2020,Bowdoin College,Electronic,Yes,19,Yes,,,,Yes,,
17166,6/27/2020,"BCycle, LLC",Electronic,Yes,8,,,,Yes,Yes,,
17154,6/29/2020,"US International Media, LLC",Electronic,Yes,7,Yes,,Yes,,Yes,,
17155,6/29/2020,"Elam Consulting, Inc.",Electronic,Yes,2,Yes,,Yes,,Yes,,
17156,6/29/2020,Electrical Training Institute,Electronic,Yes,1,Yes,,,,Yes,,
17157,6/29/2020,Prisoners' Legal Services of Massachusetts,Electronic,Yes,789,Yes,,,,Yes,,
17158,6/29/2020,ExamOne (a Quest Diagnostics company),Paper,Yes,1,Yes,,,Yes,Yes,,
17159,6/29/2020,Northeast Arc,Electronic,Yes,444,Yes,Yes,Yes,Yes,Yes,,
17160,6/29/2020,"CBRE, Inc.",Electronic,Yes,21,Yes,,,,Yes,,
17161,6/29/2020,ExamOne (a Quest Diagnostics company),Paper,Yes,2,Yes,,Yes,,Yes,,
17162,6/29/2020,St.Mary's Credit Union,Electronic,,2,,,,Yes,,,
17163,6/29/2020,The Village Bank,Electronic,,1,,,,Yes,,,
17164,6/29/2020,"American Express Travel Related Services Company, Inc.",Electronic,,2,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
17141,6/30/2020,"M.J. Brunner, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
17142,6/30/2020,Codal Inc.,Electronic,Yes,27,,,Yes,,Yes,,
17143,6/30/2020,Accedian Networks US Inc.,Electronic,Yes,3,Yes,Yes,,,Yes,,
17144,6/30/2020,"American Express Travel Related Services Company, Inc",Electronic,,1277,,,,Yes,,,
17145,6/30/2020,"ButcherBox OpCo, LLC",Electronic,Yes,1,Yes,,,,Yes,,
17146,6/30/2020,EDP Renewables North America LLC,Electronic,Yes,20,Yes,,Yes,,Yes,,
17147,6/30/2020,Westech International Inc.,Electronic,Yes,2,Yes,Yes,,,Yes,,
17148,6/30/2020,The New York City Bar Association,Electronic,,3,,,,Yes,,,
17149,6/30/2020,"Monroe Capital, Inc.",Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
