Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26816,6/27/2022,Harrison French & Associates Ltd.,Electronic,,89,Yes,Yes,Yes,,Yes,,
26817,6/27/2022,"Acts Retirement Services, Inc. and Affiliates",Electronic,Yes,80,Yes,Yes,,,Yes,,
26818,6/27/2022,Churchill Mortgage Corporation,Electronic,,2,Yes,Yes,,,Yes,,
26819,6/28/2022,Adams Community Bank,Electronic,,1,,,,Yes,,,
26820,6/28/2022,"Jordan Health Products, LLC d/b/a/ Avante Health Solutions",Electronic,,17,Yes,Yes,Yes,Yes,Yes,,
26821,6/28/2022,The Village Bank,Electronic,,1,,Yes,,Yes,,,
26822,6/28/2022,Massachusetts Department of Unemployment Assistance,Both,Yes,1,Yes,,Yes,,Yes,,
26824,6/29/2022,Massachusetts Department of Unemployment Assistance,Electronic,Yes,1,Yes,,,,Yes,,
26825,6/29/2022,Superalloy Manufacturing Solutions Corporation,Electronic,Yes,14,Yes,,,,Yes,,
26826,6/29/2022,Town of Millis Ambulance Service,Electronic,,3148,Yes,,Yes,,Yes,,
26828,6/29/2022,Arrowood LLP,Electronic,Yes,50,Yes,Yes,Yes,Yes,Yes,,
26829,6/29/2022,Safety Insurance Company,Electronic,,19,,,Yes,,Yes,,
26830,6/29/2022,Digital Insurance LLC d/b/a/ OneDigital,Electronic,,247,Yes,,,,Yes,,
26859,6/30/2022,"Pet Food Experts, LLC",Electronic,Yes,151,Yes,,Yes,,Yes,,
26860,6/30/2022,"American Express Travel Related Services Company, Inc.",Electronic,,10,,,,Yes,,,
26861,6/30/2022,HP Hood LLC,Electronic,Yes,177,Yes,Yes,Yes,Yes,Yes,,
26862,6/30/2022,Michigan Avenue Immediate Care,Electronic,Yes,783,Yes,,Yes,,Yes,,
26863,6/30/2022,The Energy Cooperative,Electronic,Yes,11,Yes,,,,Yes,,
27838,6/30/2022,St. Marys Credit Union,Electronic,,3,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
27839,6/30/2022,The Village Bank,Electronic,,1,,,,Yes,,,
26857,6/30/2022,Virginia Commonwealth University Health,Electronic,Yes,5,Yes,,,,Yes,,
27836,6/30/2022,Salem Five Cents Savings Bank,Electronic,,2,,,,Yes,,,
26851,7/1/2022,"American Express Travel Related Services Company, Inc",Electronic,,18,,,,Yes,,,
26852,7/1/2022,"Lightfoot, Franklin & White, LLC",Electronic,Yes,13,Yes,,Yes,,Yes,,
26853,7/1/2022,"Professional Finance Company, Inc.",Electronic,Yes,4224,Yes,,,,Yes,,
26854,7/1/2022,"Bergen's Promise, Inc.",Electronic,Yes,9,Yes,,Yes,,Yes,,
26855,7/1/2022,SAVERS BANK,Electronic,,1,,,,Yes,,,
26856,7/1/2022,"American Express Travel Related Services Company, Inc.",Electronic,,114,,,,Yes,,,
26839,7/1/2022,"WellDyneRx, LLC",Electronic,Yes,129,Yes,,Yes,,Yes,,
26840,7/1/2022,Beauty Plus Trading Co. Inc,Electronic,Yes,25,Yes,Yes,Yes,Yes,Yes,,
26841,7/1/2022,"Carolina Behavioral Health Alliance, LLC",Electronic,Yes,52,Yes,,,,Yes,,
26842,7/1/2022,"J. Morita USA, Inc.",Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
26843,7/1/2022,"ATC Healthcare Services, LLC",Electronic,Yes,12,Yes,,Yes,,,,
26844,7/1/2022,East West Family of Companies,Electronic,Yes,14,Yes,,,,Yes,,
26845,7/1/2022,"Habasit America, Inc.",Electronic,Yes,8,Yes,Yes,Yes,Yes,Yes,,
26832,7/5/2022,Florida Birth-Related Neurological Injury Compensation Association,Electronic,Yes,1,Yes,,,,Yes,,
26833,7/5/2022,Southwest Health Center,Electronic,Yes,4,Yes,,,,Yes,,
26834,7/5/2022,Iron Workers Local Union No. 3,Electronic,Yes,7,Yes,,,,Yes,,
26835,7/5/2022,"Woodinville Whiskey Company, LLC",Electronic,,1,,,,Yes,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26836,7/5/2022,Massachusetts Department of Unemployment Assistance,Electronic,Yes,1,,,Yes,,,,
26837,7/5/2022,Bank of America,Paper,Yes,1,Yes,,,,,,
26838,7/5/2022,"Zola, Inc.",Electronic,Yes,107,,,,Yes,,,
27831,7/6/2022,"Howard, Kohn, Sprague & Fitzgerald, LLP",Electronic,Yes,2,Yes,,Yes,,Yes,,
27832,7/6/2022,Massachusetts Department of Unemployment Assistance,Electronic,Yes,1,,,Yes,,,,
27833,7/6/2022,"Sixt Rent-a-Car, LLC",Electronic,Yes,56,Yes,Yes,Yes,,Yes,,
27834,7/6/2022,"Mafcote, Inc.",Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
27835,7/6/2022,Association for Behavioral Healthcare,Electronic,Yes,2,Yes,,Yes,,Yes,,
26846,7/6/2022,"Smith, Gambrell & Russell, LLP",Electronic,Yes,760,Yes,,Yes,,Yes,,
26847,7/6/2022,Main Street Bank,Electronic,,3,,Yes,,Yes,,,
26848,7/6/2022,Melrose Housing Authority,Paper,Yes,38,Yes,,,,,,
26849,7/6/2022,Dedham Savings,Electronic,,39,,,,Yes,,,
26850,7/6/2022,"Kinkead & Stilz, PLLC",Electronic,Yes,3,Yes,Yes,,,Yes,,
26831,7/6/2022,"Child & Family Services, Inc.",Electronic,Yes,1681,Yes,Yes,Yes,,Yes,,
26858,7/6/2022,Department of Family and Medical Leave,Electronic,Yes,3,Yes,,,,Yes,,
27871,7/7/2022,"Prysmian Cables and Systems USA, LLC d/b/a Prysmian Group",Electronic,,14,Yes,,,,Yes,,
27840,7/7/2022,"BMS CAT, Inc.",Electronic,Yes,22,Yes,Yes,,Yes,Yes,,
27841,7/7/2022,Salem Five Cents Savings Bank,Paper,,1,,Yes,,,,,
26827,7/7/2022,Watertown Savings Bank,Electronic,,9,,Yes,,Yes,,,
27842,7/8/2022,Princeton University,Electronic,Yes,548,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
27843,7/8/2022,Associated Eye Care,Electronic,,2,Yes,,,,Yes,,
27844,7/8/2022,The People Concern,Electronic,Yes,1,Yes,,Yes,,Yes,,
27845,7/8/2022,North American Spine Society,Electronic,Yes,105,Yes,Yes,Yes,Yes,Yes,,
27846,7/8/2022,Cape Cod Five,Electronic,Yes,1,,Yes,,,,,
27853,7/8/2022,"Chefs' Toys, LLC",Electronic,Yes,52,,,,Yes,,,
27854,7/8/2022,Central Licensing Bureau,Electronic,Yes,1,Yes,,Yes,,Yes,,
27855,7/8/2022,Green Mountain Electric Supply,Electronic,Yes,2,,,Yes,,Yes,,
27856,7/8/2022,South Shore Bank,Paper,,1,,Yes,,,Yes,,
27857,7/8/2022,"City Harvest, Inc.",Electronic,Yes,212,Yes,Yes,Yes,Yes,Yes,,
27847,7/11/2022,"Warner Norcross and Judd, LLP",Electronic,Yes,1157,Yes,Yes,,,Yes,,
27848,7/11/2022,"Afni, Inc.",Electronic,Yes,2892,Yes,Yes,,Yes,Yes,,
27849,7/11/2022,"BC International Group, Inc.",Electronic,Yes,23,Yes,,,,Yes,,
27850,7/11/2022,"Nautic Partners, LLC",Electronic,Yes,7,Yes,Yes,,Yes,Yes,,
27851,7/11/2022,Eagle Bank,Electronic,,3,,,,Yes,,,
27852,7/11/2022,The Village Bank,Electronic,,1,,,,Yes,,,
27858,7/12/2022,"Blue Cross and Blue Shield of Massachusetts, Inc.",Electronic,,3561,Yes,,,,Yes,,
27859,7/12/2022,"Kevin Wolf, DPM d/b/a Goldsboro Podiatry",Electronic,,3,Yes,,,,Yes,,
27860,7/12/2022,"LendingTree, LLC",Electronic,Yes,1903,Yes,,,,Yes,,
27869,7/12/2022,"MKRDY Ogunquit, LLC",Electronic,Yes,33,Yes,,,,Yes,,
27881,7/12/2022,Webster Five Cents Savings Bank,Electronic,,31,,,,Yes,,,
27882,7/12/2022,Benson Health,Electronic,Yes,1,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
27873,7/13/2022,KMJ Corbin & Company LLP,Electronic,Yes,9,Yes,,,,Yes,,
27874,7/13/2022,Fidelity Investments,Paper,Yes,2,Yes,,,,Yes,,
27875,7/13/2022,"Lawson Products, Inc.",Electronic,Yes,77,Yes,Yes,Yes,Yes,Yes,,
27876,7/13/2022,Fidelity Investments,Paper,Yes,2,Yes,,,,Yes,,
27877,7/13/2022,The de Paul School,Electronic,,2,,Yes,,,Yes,,
27878,7/13/2022,"Lincoln Investment Planning, LLC",Electronic,Yes,891,Yes,Yes,,,Yes,,
27879,7/13/2022,"Dr. Michelle A. Rivera, M.D. d/b/a Arlington Skin",Electronic,,11,Yes,,,,Yes,,
27880,7/13/2022,"Falcon Technologies, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
27861,7/13/2022,Main Street Bank,Electronic,,2,,Yes,,Yes,,,
27862,7/13/2022,InnerWorkings Inc,Electronic,,51,Yes,,Yes,,Yes,,
27863,7/13/2022,Peterson International Underwriters,Electronic,Yes,629,Yes,Yes,,Yes,Yes,,
27864,7/13/2022,Amica,Electronic,Yes,1,,,Yes,,Yes,,
27865,7/13/2022,Klein DeNatale Goldner,Electronic,Yes,6,Yes,,Yes,Yes,Yes,,
27866,7/13/2022,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
27867,7/13/2022,"Allied Urological Services, LLC",Electronic,Yes,11,Yes,Yes,Yes,Yes,Yes,,
27868,7/13/2022,American Trading and Production Corporation,Electronic,Yes,1,,,Yes,,Yes,,
27870,7/14/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
27872,7/14/2022,The Cooperative Bank of Cape Cod,Electronic,,271,,,,Yes,,,
27885,7/14/2022,"Centerspace, LP",Electronic,Yes,29,Yes,Yes,Yes,,Yes,,
27886,7/14/2022,"Johnson O'Hare Company, Inc.",Electronic,Yes,268,Yes,,Yes,Yes,Yes,,
27887,7/14/2022,Heritage Life Insurance Company,Electronic,,2099,Yes,Yes,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
27888,7/15/2022,Gas South LLC,Electronic,Yes,6,Yes,,,,Yes,,
27894,7/15/2022,"CIS Group, LLC",Electronic,Yes,10,Yes,,,,Yes,,
27895,7/15/2022,"Ardagh Glass, Inc.",Electronic,Yes,46,Yes,Yes,Yes,,Yes,,
27896,7/15/2022,Northcentral University,Electronic,Yes,12,Yes,,,,Yes,,
27897,7/15/2022,"Trade-PMR, Inc.",Electronic,Yes,27,Yes,Yes,,,Yes,,
27898,7/15/2022,"AFD Contract Furniture, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
27899,7/15/2022,The American Dental Association,Electronic,Yes,1,Yes,,,,Yes,,
27900,7/15/2022,President and Fellows of Harvard College,Electronic,Yes,5,,Yes,,,Yes,,
27901,7/15/2022,The Village Bank,Electronic,,1,,,,Yes,,,
27883,7/15/2022,"Flexi-Van Holdings, LLC",Electronic,Yes,3,,,Yes,,Yes,,
27884,7/15/2022,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
27905,7/18/2022,"American Express Travel Related Services Company, Inc",Electronic,,1,,,,Yes,,,
27902,7/18/2022,AllOne Health,Electronic,Yes,749,Yes,,Yes,,Yes,,
27903,7/18/2022,"Notorious Topco, LLC DBA Beauty Industry Group, Inc",Electronic,Yes,1,Yes,,,,Yes,,
27889,7/18/2022,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
27890,7/18/2022,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
27891,7/18/2022,"Dow & Condon, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
27892,7/18/2022,Rockland Trust,Electronic,,1,,Yes,,,Yes,,
27893,7/18/2022,WINCHESTER SAVINGS BANK,Electronic,,9,,,,Yes,,,
27904,7/19/2022,Atlantic Coast Athletic Clubs,Electronic,Yes,11,Yes,,,,Yes,,
26823,7/19/2022,Fidelity Investments No,Paper,Yes,1,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
27911,7/19/2022,"PPA Holdings, Inc.",Electronic,Yes,759,,,,Yes,,,
27913,7/20/2022,"Apple, Inc.",Electronic,,1,,,,Yes,Yes,,
27938,7/20/2022,"Cavender Stores, Ltd.",Electronic,Yes,1,Yes,Yes,,,Yes,,
27939,7/20/2022,Man Investments Holdings Inc.,Electronic,,2,,,Yes,Yes,,,
27940,7/20/2022,"Jet Industries, Inc.",Electronic,Yes,3,Yes,,Yes,,Yes,,
27906,7/20/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
27907,7/20/2022,Main Street Bank,Electronic,,3,,Yes,,Yes,,,
27908,7/20/2022,"Sappi North America, Inc.",Electronic,Yes,50,Yes,,,,Yes,,
27909,7/20/2022,"Diamond Select Toys & Collectibles, LLC",Electronic,Yes,4,,,,Yes,,,
27910,7/20/2022,"JPMorgan Chase Bank, N.A.",Electronic,Yes,1,,Yes,,,,,
27953,7/20/2022,Gordon County,Electronic,Yes,4,Yes,,,,Yes,,
27937,7/21/2022,"Wade Clark Mulcahy, LLP",Electronic,Yes,3,,,Yes,,Yes,,
27912,7/21/2022,American Metalcraft,Electronic,Yes,1,,Yes,,,,,
27927,7/22/2022,"Clinivate, LLC",Electronic,,2,Yes,,,,Yes,,
27928,7/22/2022,"Arhaus, Inc.",Electronic,Yes,10,Yes,,,,Yes,,
27929,7/22/2022,Cedar Rapids Community School District,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
27930,7/22/2022,"City of Newport, Rhode Island",Electronic,Yes,258,Yes,Yes,,,Yes,,
27931,7/22/2022,"Green Mountain Electric Supply, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
27932,7/22/2022,"Zulily, LLC",Electronic,Yes,634,,,,Yes,,,
27933,7/22/2022,Massachusetts Institute of Technology,Electronic,Yes,1,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
27934,7/22/2022,Sound Health & Wellness Trust c/o Zenith American Solutions,Paper,,1,Yes,,,,Yes,,
27935,7/22/2022,Oklahoma City Housing Authority,Electronic,Yes,7,Yes,,,,Yes,,
27936,7/22/2022,"American Express Travel Related Services Company, Inc.",Electronic,,16,,,,Yes,,,
27915,7/22/2022,Bank of America,Electronic,,2,Yes,Yes,,Yes,Yes,,
27916,7/22/2022,Bank of America,Electronic,Yes,1,Yes,Yes,,Yes,Yes,,
27917,7/22/2022,Bank of America,Electronic,Yes,1,Yes,Yes,,Yes,Yes,,
27918,7/22/2022,The Village Bank,Electronic,,2,,,,Yes,,,
27919,7/25/2022,Eastern Bank,Electronic,,864,,,,Yes,,,
27920,7/25/2022,Main Street Bank,Electronic,,1,,,,Yes,,,
27921,7/25/2022,Main Street Bank,Electronic,,1,,,,Yes,,,
27922,7/25/2022,Brigham and Women's Hospital,Paper,Yes,1,,,,,,,
27923,7/25/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
27924,7/25/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
27925,7/25/2022,Spaulding Rehabilitation Network,Paper,Yes,1,,,,,Yes,,
27926,7/25/2022,WINCHESTER SAVINGS BANK,Electronic,,5,,,,,,,
27942,7/25/2022,Santa Rosa County District Schools,Electronic,Yes,1,Yes,,,,Yes,,
27943,7/25/2022,Wilson Tool International,Electronic,Yes,1,Yes,,,,Yes,,
27944,7/25/2022,Reno Sub-Systems Inc,Electronic,Yes,3,Yes,Yes,,,Yes,,
27945,7/25/2022,Hanbury Evans Wright Vlattas + Company,Electronic,Yes,31,Yes,Yes,,,Yes,,
27946,7/25/2022,"Thomas & Libowitz, P.A.",Electronic,Yes,2,Yes,,,,Yes,,
27947,7/26/2022,Gannon Associates,Electronic,Yes,4,Yes,,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
27948,7/26/2022,"Laborers International Union of North America Local 1098
(""LIUNA Local 1098"")",Electronic,Yes,3,Yes,,,,Yes,,
27950,7/26/2022,"American Retirement & Investment Strategies, LLC",Electronic,Yes,184,Yes,Yes,,,Yes,,
27951,7/26/2022,DigiPen Institute of Technology,Electronic,Yes,20,Yes,,Yes,,Yes,,
27952,7/26/2022,"Healthcare Trust of America, Inc. (HTA)",Electronic,Yes,1,Yes,,,,Yes,,
27956,7/26/2022,WNC Bridge Foundation,Electronic,Yes,6,,Yes,,,Yes,,
27914,7/26/2022,Goodman Campbell Brain & Spine,Electronic,Yes,39,Yes,,,,Yes,,
27941,7/26/2022,BECU,Electronic,,220,Yes,Yes,,,Yes,,
27957,7/27/2022,SHI International Corp.,Electronic,Yes,76,Yes,,,,Yes,,
27958,7/27/2022,"BHG Holdings, LLC dba Behavioral Health Group",Electronic,Yes,123,Yes,Yes,Yes,Yes,Yes,,
27959,7/27/2022,Pawcatuck Fire Department,Electronic,Yes,1,Yes,,Yes,,Yes,,
27960,7/27/2022,The Village Bank,Electronic,,1,,,,Yes,,,
27961,7/27/2022,"OneTouchPoint, Inc.",Electronic,Yes,113811,,,,,,,
27954,7/27/2022,Primmer Piper Eggleston & Cramer PC,Electronic,Yes,18,Yes,Yes,Yes,,,,
27955,7/27/2022,"Gelt Finance, Inc.",Electronic,Yes,10,,,Yes,,Yes,,
27969,7/28/2022,"Natech Plastics, Inc.",Electronic,Yes,1,Yes,Yes,,,Yes,,
27970,7/28/2022,"Ambassador Advisors, LLC",Electronic,Yes,3,Yes,Yes,,,Yes,,
27971,7/28/2022,"Gatto, Pope & Walwick, LLP",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
27972,7/28/2022,"Padula Insurance Agency, Inc.",Electronic,,521,,,Yes,,Yes,,
27962,7/28/2022,The Lanier Law Firm,Electronic,Yes,1,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
27963,7/28/2022,The Delaware & Lehigh National Heritage Corridor,Electronic,Yes,3,,Yes,,,Yes,,
27964,7/28/2022,"Davenport & Company, LLC",Electronic,Yes,1,,Yes,,,Yes,,
27967,7/28/2022,"The North Highland Company, LLC",Electronic,Yes,64,Yes,Yes,Yes,,Yes,,
27968,7/29/2022,"Gaedeke Group, LLC",Electronic,Yes,5,Yes,,,,Yes,,
27965,7/29/2022,Equity Residential,Paper,Yes,2,Yes,Yes,Yes,,Yes,,
27966,7/29/2022,Rockland Trust,Electronic,,1,,Yes,,,Yes,,
27974,7/29/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
27975,7/29/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
27976,7/29/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
27977,7/29/2022,"Wells Fargo Bank, N.A.",Paper,Yes,1,,Yes,,,Yes,,
27978,7/29/2022,"WSRP, LLC",Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
27979,7/29/2022,"Center for Living & Working, Inc.",Electronic,Yes,1,,,,,,,
27984,7/29/2022,Steve Rice & Associates,Electronic,Yes,7,Yes,Yes,Yes,,Yes,,
27985,7/29/2022,Gardner Resources Consulting LLC,Electronic,Yes,3560,Yes,Yes,Yes,,Yes,,
27986,7/29/2022,Boston Scientific Corporation,Electronic,Yes,3,,,Yes,,,,
27987,7/29/2022,"Wells Fargo Bank, N.A. Wells Fargo Bank, N.A.",Paper,,1,,Yes,,,Yes,,
27988,8/1/2022,"American Express Travel Related Services Company, Inc",Electronic,,1,,,,Yes,,,
27989,8/1/2022,The Southwestern Family of Companies,Electronic,Yes,38,Yes,,,,Yes,,
27980,8/1/2022,Lake Charles Housing Authority,Electronic,Yes,1,Yes,,,,Yes,,
27981,8/1/2022,Adams Community Bank,Electronic,,1,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
27982,8/1/2022,WINCHESTER SAVINGS BANK,Electronic,,2,,,,Yes,,,
27990,8/2/2022,Kikiktagruk Inupiat Corporation,Electronic,Yes,1,,Yes,,,Yes,,
27991,8/2/2022,"Wells Fargo Bank, N.A.",Electronic,Yes,144,,Yes,,,Yes,,
27992,8/2/2022,Igloo Inc.,Electronic,Yes,1,Yes,Yes,,,Yes,,
27993,8/2/2022,Simons Bitzer & Associates,Electronic,Yes,2,Yes,,,,Yes,,
27994,8/2/2022,Smolin Lupin & Co.,Electronic,Yes,10,Yes,Yes,Yes,Yes,,,
27995,8/2/2022,CareSource,Electronic,,147,,,,,,,
27996,8/2/2022,iQvestment LLC,Electronic,,1,,Yes,,,,,
27998,8/2/2022,RINA Accountants & Advisors,Electronic,Yes,69,Yes,Yes,Yes,,Yes,,
27999,8/2/2022,Kirkland Woods & Martinsen,Electronic,Yes,1,,Yes,,,Yes,,
28000,8/2/2022,Adler Display Studio,Electronic,Yes,2,Yes,,Yes,,Yes,,
28001,8/2/2022,"Gage Brothers Concrete Products, Inc.",Electronic,Yes,14,Yes,,Yes,,Yes,,
28002,8/2/2022,"American Express Travel Related Services Company, Inc.",Electronic,,3,,,,Yes,,,
28064,8/2/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
28022,8/3/2022,Marymount Manhattan College,Electronic,Yes,6771,Yes,,Yes,,Yes,,
28023,8/3/2022,"Omnicell, Inc.",Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
28024,8/3/2022,"Orange Business Services U.S., Inc.",Electronic,,207,Yes,,,,Yes,,
28025,8/3/2022,Centralia College,Electronic,Yes,7,Yes,,,,Yes,,
28003,8/3/2022,Nettworth Financial Group,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
28004,8/3/2022,McCarter & English LLP,Electronic,Yes,99,Yes,Yes,Yes,,Yes,,
27997,8/3/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28011,8/4/2022,R. R. Donnelley & Sons Company,Electronic,Yes,998,Yes,,Yes,,Yes,,
28012,8/4/2022,"Warner Music, Inc.",Electronic,Yes,2,,,Yes,,Yes,,
28013,8/4/2022,Community Surgical Supply Inc.,Electronic,Yes,744,Yes,,Yes,,Yes,,
28014,8/4/2022,"Heritage Benefit Consultants, Inc",Electronic,,8,Yes,,,,Yes,,
28015,8/4/2022,"Your Business, Inc.",Electronic,Yes,2,,,,Yes,Yes,,
28016,8/4/2022,"Molecular Pathology Laboratory Network, Inc",Electronic,Yes,18,Yes,Yes,,Yes,Yes,,
28017,8/4/2022,Brown Rudnick LLP,Electronic,Yes,2,Yes,,,,Yes,,
28018,8/4/2022,PBI Group Inc.,Electronic,Yes,1,Yes,,,,Yes,,
28019,8/4/2022,TransUnion LLC,Electronic,,175,Yes,Yes,Yes,,Yes,,
28020,8/4/2022,Watertown Savings Bank,Electronic,,1,,,,Yes,,,
28021,8/4/2022,Fidelity Investments,Electronic,Yes,1,Yes,,,,Yes,,
28005,8/5/2022,Cornerstone National Insurance Company,Electronic,Yes,597,,,Yes,,,,
28006,8/5/2022,Fisher Sports Group dba K1 Sportswear,Electronic,Yes,1,,,,Yes,Yes,,
28007,8/5/2022,"Guideline, Inc.",Electronic,Yes,1,Yes,Yes,,,Yes,,
28008,8/5/2022,Atlas MedStaff LLC,Electronic,Yes,47,Yes,,Yes,,Yes,,
28009,8/5/2022,Berkshire Partners LLC,Electronic,Yes,96,Yes,Yes,Yes,,Yes,,
28010,8/5/2022,"First Choice Community Health Care, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
28026,8/5/2022,Mutual One Bank,Electronic,Yes,1,,,,Yes,,,
28039,8/8/2022,"Jason D. Smith dba Legacy Investment Services, Inc.",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
28040,8/8/2022,Goldberg Segalla LLP,Electronic,Yes,5,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28041,8/8/2022,"Style Crest Enterprises, Inc.",Electronic,Yes,4,Yes,,,,Yes,,
28042,8/8/2022,Salem Five Cents Savings Bank,Electronic,,12,,Yes,,,,,
28028,8/8/2022,Salem Five Cents Savings Bank,Electronic,,12,,Yes,,,,,
28029,8/8/2022,Mutual One Bank,Electronic,Yes,1,,,,Yes,,,
28030,8/8/2022,"Supplylogic, LLC",Electronic,Yes,1,,,,Yes,,,
28031,8/8/2022,Yellow Social Interactive Limited,Electronic,Yes,264,,,Yes,,,,
28032,8/9/2022,"A.A. Zamarro & Associates, Inc.",Electronic,Yes,2000,Yes,Yes,Yes,,Yes,,
28033,8/9/2022,Accusoft Corporation,Electronic,Yes,24,Yes,Yes,,,Yes,,Yes
28034,8/9/2022,Worcester Natural History Society dba EcoTarium,Electronic,Yes,7,,,Yes,,Yes,,
28035,8/9/2022,"Wells Fargo Advisors Financial Network, LLC",Electronic,Yes,3,,Yes,,,Yes,,
28036,8/9/2022,Rockland Trust,Paper,Yes,2,Yes,Yes,Yes,,Yes,,
