Assigned Breach Number,Year,Date Reported To OCA,Organization Name,MA Residents Affected,Breach Occured at Reporting Entity,SSN Breached,Drivers Licenses Breached,Account Number Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
22090,2021,8/30/2021,NorthCare,4,0,1,0,0,0,1,0,0
22091,2021,8/30/2021,Emma Willard School,335,1,1,0,0,0,1,0,0
22129,2021,8/30/2021,Black Mann and Graham LLP,1,1,1,1,0,0,1,0,0
22130,2021,8/30/2021,Braverman CPA PC,56,1,1,0,0,1,1,0,0
22131,2021,8/30/2021,"Way Finders, Inc.",4,1,1,0,0,1,1,0,0
22132,2021,8/30/2021,"Healthpointe Medical Group, Inc.",2,1,1,0,0,0,1,0,0
22117,2021,8/31/2021,"Acclivity Financial, LLC",5,1,1,0,0,0,1,0,0
22121,2021,8/31/2021,"Source One Insurance Group, LLC",6,1,0,0,0,0,1,0,0
22122,2021,8/31/2021,"Career Group, Inc.",247,1,1,0,0,0,1,0,0
22123,2021,8/31/2021,"Atlas Insurance Agency, Inc.",8,1,0,1,0,0,1,0,0
22124,2021,8/31/2021,Savers Bank,1,0,0,0,0,1,0,0,0
22125,2021,8/31/2021,Savers Bank,3,0,0,0,0,1,0,0,0
22126,2021,8/31/2021,"People2.0 Global Holdings, Inc.",15,1,1,0,1,0,1,0,0
22127,2021,8/31/2021,Bay Cove Human Services,1,1,0,0,0,0,0,0,0
22128,2021,8/31/2021,St. Mary's Credit Union,1,0,0,0,0,1,0,0,0
22092,2021,8/31/2021,True Religion,1,1,1,0,0,0,1,0,0
22093,2021,8/31/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
22094,2021,8/31/2021,Claremont Companies,2,1,1,1,0,0,1,0,0
22118,2021,9/1/2021,The Chefs' Warehouse,4,1,1,0,0,0,1,0,0
22119,2021,9/1/2021,St. Mary's Credit Union,1,0,0,0,0,1,0,0,0
22120,2021,9/1/2021,The Village Bank,1,0,0,0,0,1,0,0,0
22110,2021,9/2/2021,"Sequoia Concepts, Inc.",9,1,1,0,0,0,1,0,0
22111,2021,9/2/2021,"Stenograph, L.L.C.",14,1,1,0,0,0,1,0,0
22112,2021,9/2/2021,Rockland Trust,100,1,1,0,1,1,1,0,0
22113,2021,9/2/2021,Adams Community Bank,2,0,0,0,0,1,0,0,0
22114,2021,9/2/2021,Adams Community Bank,1,0,0,0,0,1,0,0,0
22115,2021,9/2/2021,Adams Community Bank,1,0,0,0,0,1,0,0,0
22116,2021,9/2/2021,"MLP Tax & Financial Services, Inc.",9,1,1,0,1,0,1,0,0
22095,2021,9/2/2021,SAC Wireless,10,1,1,1,0,0,1,0,0
22096,2021,9/3/2021,"Diversified Financial Services, LLC",5,1,1,1,0,0,1,0,0
22100,2021,9/3/2021,"K and B Surgical Center, LLC",27,1,0,1,0,0,1,0,0
22102,2021,9/3/2021,AMI Investment Management,2,1,1,1,1,0,1,0,0
22103,2021,9/3/2021,"Bonland Industries, Inc.",4,1,1,0,0,0,1,0,0
22104,2021,9/3/2021,Hawaiian Dredging Construction Company,5,1,1,0,1,0,1,0,0
22105,2021,9/3/2021,Watertown Savings Bank,1,0,0,0,0,1,0,0,0
22200,2021,9/3/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
22098,2021,9/4/2021,Girolo and Nave Inc.,2,1,0,0,1,0,1,0,0
22099,2021,9/4/2021,"St. Bernard's School, Inc",5,0,1,0,0,0,1,0,0
20152,2021,9/4/2021,"McDougall & Sons, Inc.",2,1,1,0,0,0,1,0,0
22106,2021,9/7/2021,"Remedial Construction Services, LP",1,1,1,0,1,0,1,0,0
22107,2021,9/7/2021,The Victory Bank of Limerick PA,43,1,1,1,0,0,1,0,0
22108,2021,9/7/2021,Department of Commerce Federal Credit Union,18,1,1,0,1,0,1,0,0
22109,2021,9/7/2021,"Lexington Eye Associates, Inc.",3,1,1,1,0,0,1,0,0
22097,2021,9/7/2021,WINCHESTER SAVINGS BANK,1,0,0,0,0,1,0,0,0
22193,2021,9/8/2021,Massachusetts Clean Energy Technology Center,1935,1,1,1,1,1,1,0,0
22194,2021,9/8/2021,California Massage Therapy Council,3,1,0,0,0,1,1,0,0
22195,2021,9/8/2021,"Radiology Associates of Albuquerque, PA",1,1,1,0,0,0,1,0,0
22196,2021,9/8/2021,A/Z Corporation,109,1,1,1,1,1,1,0,0
24611,2021,9/8/2021,Stadium Capital Management LLC,1,1,1,0,0,0,1,0,0
22197,2021,9/9/2021,Eastern Bank,201,0,0,0,0,1,0,0,0
22187,2021,9/9/2021,"Bayonet Plumbing, Heating & Air Conditioning",1,1,1,1,0,0,1,0,0
22188,2021,9/9/2021,University of Baltimore,2,1,1,0,0,0,1,0,0
22189,2021,9/9/2021,"City of Portland, Texas",1,1,1,0,0,0,1,0,0
22190,2021,9/9/2021,Webster Five Cents Savings Bank,27,0,0,0,0,1,0,0,0
22192,2021,9/9/2021,Marine Bank & Trust,19,1,1,1,1,0,1,0,0
22179,2021,9/10/2021,"Rehabilitation Support Services, Inc.",17,1,1,1,1,1,1,0,0
22180,2021,9/10/2021,"In-Flight Crew Connections, Inc.",1,1,1,1,1,0,1,0,0
22181,2021,9/10/2021,Vermeer Southwest,1,1,1,1,1,0,1,0,0
22182,2021,9/10/2021,"City of Bridgeport, WV",1,1,1,1,0,0,1,0,0
22183,2021,9/10/2021,Kohn Law Firm,3,1,1,0,0,0,1,0,0
22184,2021,9/10/2021,WINCHESTER SAVINGS BANK,2,0,0,0,0,1,0,0,0
22185,2021,9/10/2021,Leominster Credit Union,21,1,0,0,1,0,1,0,0
22186,2021,9/10/2021,DC Group,4,1,1,1,0,0,1,0,0
22201,2021,9/10/2021,"CleanSlate Centers, Inc.",761,1,1,0,1,1,1,0,0
22178,2021,9/11/2021,"Wyandot, Inc.",2,1,1,1,1,1,1,0,0
22172,2021,9/13/2021,Dick Blick Holdings,1314,1,0,0,0,1,0,0,0
22173,2021,9/13/2021,Abeo Solutions Inc. d/b/a Crystal Practice Management,1,0,0,1,0,0,0,0,0
22174,2021,9/13/2021,"Hillmann Consulting, LLC.",85,1,1,1,1,0,1,0,0
22175,2021,9/13/2021,"Brunini, Grantham, Grower, & Hewes, PLLC",4,0,1,0,0,0,0,0,0
22177,2021,9/13/2021,Adams Communtiy Bank,2,0,0,0,0,1,0,0,0
22156,2021,9/14/2021,SAVERS BANK,4,0,0,0,0,1,0,0,0
22157,2021,9/14/2021,The Village Bank,1,0,0,0,0,1,0,0,0
22158,2021,9/14/2021,"Millennium Trust Company, LLC",6,1,0,0,1,0,0,0,0
22159,2021,9/14/2021,Wiggin and Dana LLP,24,1,1,1,1,0,1,0,0
22160,2021,9/14/2021,"Peabody Properties, Inc.",4756,1,1,1,1,1,1,0,0
22161,2021,9/14/2021,"Up Entertainment, LLC",1,1,1,0,0,0,0,0,0
22162,2021,9/14/2021,"Intera Oncology, Inc.",4,1,1,1,1,0,1,0,0
22163,2021,9/14/2021,"Greater Boston Legal Services, Inc.",33894,1,1,0,0,0,1,0,0
22164,2021,9/14/2021,"Famous Enterprises, Inc",5,1,1,1,1,1,1,0,0
22165,2021,9/14/2021,WINCHESTER SAVINGS BANK,5,0,0,0,0,1,0,0,0
22166,2021,9/14/2021,WINCHESTER SAVINGS BANK,5,0,0,0,0,1,0,0,0
22167,2021,9/14/2021,WINCHESTER SAVINGS BANK,6,0,0,0,0,1,0,0,0
22168,2021,9/14/2021,The Village Bank,2,0,0,0,0,1,0,0,0
22169,2021,9/14/2021,SAVERS BANK,1,0,0,0,0,1,0,0,0
22170,2021,9/14/2021,Adams Community Bank,1,0,0,0,0,1,0,0,0
22171,2021,9/14/2021,St. Mary's Credit Union,1,0,0,0,0,1,0,0,0
22146,2021,9/15/2021,SAVERS BANK,2,0,0,0,0,1,0,0,0
22147,2021,9/15/2021,Eastern Propane & Oil,183,1,1,1,1,0,1,0,0
22148,2021,9/15/2021,Adams Communtiy Bank,1,0,0,0,0,1,0,0,0
22149,2021,9/15/2021,Adams Communtiy Bank,1,0,0,0,0,1,0,0,0
22150,2021,9/15/2021,Chatham Asset Management,8,1,1,0,0,0,1,0,0
22151,2021,9/15/2021,St. Mary's Credit Union,3,0,0,0,0,1,0,0,0
22152,2021,9/15/2021,St. Mary's Credit Union,3,0,0,0,0,1,0,0,0
22153,2021,9/15/2021,The Republican Governors Association,6,1,1,0,0,0,1,0,0
22154,2021,9/15/2021,Directions for Living,3,1,1,0,0,0,1,0,0
22155,2021,9/15/2021,GREATER NEW BEDFORD REGIONAL VOC-TECH H.S.,834,1,1,0,0,0,1,0,0
22134,2021,9/16/2021,"Worksoft, Inc.",2,1,1,0,0,0,1,0,0
22135,2021,9/16/2021,"American Express Travel Related Services Company, Inc.",19,0,0,0,0,1,0,0,0
22136,2021,9/16/2021,"American Express Travel Related Services Company, Inc.",10,0,0,0,0,1,0,0,0
22137,2021,9/16/2021,Ives Sultan & Spike CPAs,90,1,1,1,1,0,1,0,0
22138,2021,9/16/2021,"American Express Travel Related Services Company, Inc.",6,0,0,0,0,1,0,0,0
22139,2021,9/16/2021,"NexBank Capital, Inc",16,1,1,1,1,1,1,0,0
22140,2021,9/16/2021,Eastern New Mexico University,3,1,1,0,0,0,1,0,0
22141,2021,9/16/2021,Salem Five Cents Savings Bank,5,0,0,0,0,1,0,0,0
22142,2021,9/16/2021,Salem Five Cents Savings Bank,1,0,0,0,0,1,0,0,0
22143,2021,9/16/2021,Salem Five Cents Savings Bank,24,0,0,0,0,1,0,0,0
22144,2021,9/16/2021,"Norwood, Armstrong & Stokes, PLLC",2,1,1,0,0,1,1,0,0
22145,2021,9/16/2021,King's Seafood Company,4,1,1,1,0,1,1,0,0
22133,2021,9/17/2021,WINCHESTER SAVINGS BANK,3,0,0,0,0,1,0,0,0
22198,2021,9/17/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
22199,2021,9/17/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
22278,2021,9/17/2021,"Club Car, LLC",2,1,1,0,0,0,1,0,0
22283,2021,9/17/2021,21c Museum Hotels,6,1,1,0,1,0,1,0,0
22284,2021,9/17/2021,Valley National Bank,3,1,1,0,0,0,1,0,0
22285,2021,9/17/2021,UBS Financial Securities Inc,1,1,0,0,1,0,0,0,0
22286,2021,9/17/2021,Davidson Hotel Company LLC d/b/a/ Davidson Hospitality Group,1,1,1,0,1,0,1,0,0
22287,2021,9/17/2021,"Horizon House, Inc.",7,1,1,1,0,0,1,0,0
22288,2021,9/17/2021,The Northwestern Mutual Life Insurance Company,7,1,1,0,1,0,1,0,0
22289,2021,9/17/2021,Capital One,1,1,0,0,1,0,1,0,0
22290,2021,9/17/2021,Sugar Steel Corporation,16,1,1,0,0,0,1,0,0
22282,2021,9/19/2021,Nations Lending Corporation,162,0,1,1,0,0,1,0,0
22279,2021,9/20/2021,Genvey 1A N.V. Curaçao Corporate Entity,11,0,0,1,1,1,0,0,0
22280,2021,9/20/2021,Carmel Clay Schools,10,1,1,0,0,0,1,0,0
22281,2021,9/20/2021,"5W Public Relations, LLC",6,1,1,0,0,0,1,0,0
22274,2021,9/20/2021,"Howard Perry & Walston Realty, Inc.",3,1,1,0,0,0,1,0,0
22275,2021,9/20/2021,"AETEA Information Technology, Inc.",2,1,1,0,1,0,1,0,0
22276,2021,9/20/2021,"Republic Services, Inc",1,0,0,0,0,1,1,0,0
22277,2021,9/20/2021,"Haynes Furniture Company, Inc.",8,1,1,0,0,0,1,0,0
22203,2021,9/20/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
22204,2021,9/20/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
22205,2021,9/20/2021,Mutual One Bank,1,0,0,0,0,1,0,0,1
22206,2021,9/20/2021,Mass General Brigham,1,1,0,0,0,0,0,0,0
22202,2021,9/21/2021,Meador & Jones LLP,2,1,1,1,1,1,1,0,0
22269,2021,9/21/2021,Phillips Academy,802,0,1,1,1,1,1,0,0
22270,2021,9/21/2021,"Barbizon Electric Co., Inc. dba Barbizon Lighting",2,1,1,0,0,0,1,0,0
22271,2021,9/21/2021,"FUJIFILM Irvine Scientific, Inc.",3,1,1,0,0,0,1,0,0
22272,2021,9/21/2021,PMC Insurance Group,79,1,1,1,1,0,1,0,0
22273,2021,9/21/2021,"Chokshi, Mund & Raczkowski, PC",72,1,1,1,1,0,1,0,0
22266,2021,9/22/2021,Rockland Trust,2,1,0,0,1,0,1,0,0
22239,2021,9/22/2021,"Key Financial, Inc.",7,1,1,1,1,0,1,0,0
22268,2021,9/22/2021,"Epik Holdings, Inc",1500,1,0,0,0,1,1,0,0
22236,2021,9/22/2021,"Hentzen Coatings, Inc.",0,1,1,0,0,0,1,0,0
22237,2021,9/22/2021,Innovative Construction Solutions,1,1,1,0,1,0,1,0,0
24667,2021,9/22/2021,Rockland Trust,2,0,0,0,1,0,1,0,0
22235,2021,9/23/2021,"L.M. Henderson & Company, LLP",18,1,1,0,1,0,1,0,0
22214,2021,9/23/2021,"PFU America, Inc.",123,0,0,0,0,0,0,0,0
22210,2021,9/23/2021,Main Street Bank,2,0,0,1,0,1,0,0,0
22211,2021,9/23/2021,Main Street Bank,1,0,0,0,0,1,0,0,0
22218,2021,9/24/2021,"Digital Insurance, LLC DBA One Digital",35,1,1,1,0,0,1,0,0
22224,2021,9/24/2021,"Neil Patel Digital, LLC",1,1,1,0,0,0,1,0,0
22225,2021,9/24/2021,Robin Van Vliet dba Van Vliet Wellness & Insurance Solutions,16,0,0,0,0,0,0,0,0
22226,2021,9/24/2021,Primland Ltd.,4,1,0,1,0,1,1,0,0
22227,2021,9/24/2021,"American Express Travel Related Services Company, Inc.",53,0,0,0,0,1,0,0,0
22228,2021,9/24/2021,MainLine Investment Partners,4,1,1,1,1,0,1,0,0
22229,2021,9/24/2021,Forward Air Corporation,219,1,1,1,1,0,1,0,0
22230,2021,9/24/2021,Golden Entertainment,25,1,1,1,0,1,1,0,0
22231,2021,9/24/2021,"Haverlock, Estey, & Curran, LLC",2,1,1,0,0,0,1,0,0
22232,2021,9/24/2021,The Village Bank,1,0,0,0,0,1,0,0,0
22233,2021,9/24/2021,UnitedHealthcare,12,0,1,1,0,0,1,0,0
22234,2021,9/24/2021,"Gulfside Supply, Inc dba Gulfeagle Supply",95,1,1,1,0,0,1,0,0
22209,2021,9/25/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
22244,2021,9/25/2021,Fiserv,12,1,0,0,1,0,0,0,0
22212,2021,9/25/2021,Central Texas Medical Specialists PLLC dba Austin Cancer Centers,14,1,1,0,0,1,1,0,0
22213,2021,9/25/2021,Freedom Mortgage Corporation,4,0,1,0,0,0,1,0,0
22208,2021,9/26/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
22220,2021,9/27/2021,"Creative Services, Inc.",585,1,1,1,0,0,1,0,0
22221,2021,9/27/2021,"Bach, James, Mansour, & Company",5,1,1,0,1,0,1,0,0
22222,2021,9/27/2021,Wolf Medical Supply,5,1,0,0,0,1,0,0,0
22223,2021,9/27/2021,American Pool Enterprises Inc.,1392,1,1,0,0,0,1,0,0
22216,2021,9/27/2021,Aladdin Capital,13,1,1,1,1,0,1,0,0
22245,2021,9/28/2021,Pinova Inc.,2,1,1,1,0,0,1,0,0
22254,2021,9/28/2021,American Express,53,0,0,0,0,1,1,0,0
22256,2021,9/28/2021,"Wm. G. Roe & Sons, Inc.",5,1,1,0,0,0,1,0,0
22257,2021,9/28/2021,"Layman, Diener, and Borntrager Insurance Agency",3,1,1,0,0,0,1,0,0
22258,2021,9/28/2021,"Rev LNG, LLC",1,1,1,0,0,0,1,0,0
22259,2021,9/28/2021,"Lachman Consultant Services, Inc.",44,0,1,1,1,1,1,0,0
22260,2021,9/28/2021,New York Life Insurance Company,2,1,1,1,1,0,1,0,0
22261,2021,9/28/2021,Xchange Telecom LLC,1,1,1,0,0,0,1,0,0
22262,2021,9/28/2021,Pinova Inc.,2,1,0,1,0,0,1,0,0
22263,2021,9/28/2021,Chicago Firefighters Credit Union,1,1,1,0,0,0,1,0,0
22264,2021,9/28/2021,Dedham Savings,1,1,0,0,1,0,0,0,0
22255,2021,9/29/2021,"Prasco, LLC",2,1,1,0,0,0,1,0,0
22250,2021,9/29/2021,Master Chemical Corporation d/b/a Master Fluid Solutions,1,1,1,0,0,0,1,0,0
22251,2021,9/29/2021,"Robbins, Salomon & Patt, Ltd.",1,1,1,0,0,0,1,0,0
22252,2021,9/29/2021,AHRC Nassau,2,0,1,0,0,0,1,0,0
22253,2021,9/29/2021,Healthcare Financial Inc.,1,1,1,0,0,0,1,0,0
22247,2021,9/30/2021,Cambridge Public Schools,1,1,1,0,0,0,1,0,0
22248,2021,9/30/2021,"Tri-Com Consulting Group, LLC",51,1,1,0,0,0,1,0,0
22249,2021,9/30/2021,South Carolina Legal Services,2,1,1,0,0,0,1,0,0
23238,2021,9/30/2021,LPL Financial LLC,1,1,1,0,1,0,1,0,0
23239,2021,9/30/2021,Talbert House,5,1,1,0,0,0,1,0,0
23240,2021,9/30/2021,North East Educational and Developmental Support Center,634,1,1,1,1,0,1,0,0
23241,2021,9/30/2021,The Neiman Marcus Group,112471,1,0,0,0,1,0,0,0
23242,2021,9/30/2021,Trust Capital Funding,19,1,1,1,1,0,1,0,0
23243,2021,9/30/2021,"Beth Moore & Associates, CPAs",8,1,1,0,0,0,1,0,0
23228,2021,10/1/2021,The Young Men's and Young Women's Hebrew Association d/b/a The 92nd Street Y,579,1,1,1,1,0,1,0,0
23229,2021,10/1/2021,"Pulmuone Foods USA, Inc.",1,1,1,1,0,0,1,0,0
23230,2021,10/1/2021,First National Bank Northwest Florida,2,1,1,1,1,1,1,0,0
23231,2021,10/1/2021,OSF HealthCare System,5,1,1,0,1,0,1,0,0
23232,2021,10/1/2021,Watertown Savings Bank,1,0,0,0,0,1,0,0,0
23233,2021,10/1/2021,Steven L. Sugarman & Associates,2,1,0,0,1,0,1,0,0
23234,2021,10/1/2021,Unitarian Universalist Association,2,1,0,1,1,0,1,0,0
23235,2021,10/1/2021,Nations Lending Corporation,3,0,1,0,0,0,1,0,0
23236,2021,10/1/2021,WINCHESTER SAVINGS BANK,2,0,0,0,0,1,0,0,0
23237,2021,10/1/2021,AV-Tech Media Solutions,1,1,1,0,0,1,1,0,0
23222,2021,10/4/2021,The Menninger Clinic,5,1,1,1,1,1,1,0,0
23223,2021,10/4/2021,Mide Technology,70,1,1,0,0,0,1,0,0
23224,2021,10/4/2021,Adams Community Bank,3,0,0,0,0,1,0,0,0
23225,2021,10/4/2021,St. Mary's Credit Union,1,0,0,0,0,1,0,0,0
23226,2021,10/4/2021,St. Mary's Credit Union,1,0,0,0,0,1,0,0,0
23227,2021,10/4/2021,The Village Bank,1,0,0,0,0,1,0,0,0
23208,2021,10/4/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23210,2021,10/4/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23211,2021,10/4/2021,"OneSource Virtual, Inc.",33,1,1,0,0,0,1,0,0
23212,2021,10/4/2021,Mass General Brigham,1,1,1,0,0,0,1,0,0
23213,2021,10/4/2021,Foster LLP,1,1,1,1,1,1,1,0,0
23214,2021,10/4/2021,Main Street Bank,1,0,0,0,0,1,0,0,0
23215,2021,10/4/2021,"Elder Services of Worcester Area, Inc.",9,1,1,0,0,0,1,0,0
23216,2021,10/4/2021,"WestMass ElderCare, Inc.",119,0,1,0,0,0,1,0,0
23217,2021,10/4/2021,"Center for Living & Working, Inc.",249,1,1,0,0,0,1,0,0
23218,2021,10/4/2021,Life Path,423,1,1,0,0,0,1,0,0
23219,2021,10/4/2021,"Southwest Boston Senior Services, dba Ethos",199,1,1,0,0,0,1,0,1
23220,2021,10/5/2021,Dune Deck Beach Club,1,1,1,0,0,0,1,0,0
23221,2021,10/5/2021,SAVERS BANK,2,0,0,0,0,1,0,0,0
23244,2021,10/5/2021,"Coughlin & Gerhart, LLP",83,1,1,0,1,0,1,0,0
23245,2021,10/5/2021,"Wells Fargo Bank, N.A",1,1,0,0,1,0,1,0,0
23279,2021,10/5/2021,"MTG USA, Inc.",118,1,0,0,0,1,1,0,0
23280,2021,10/5/2021,Coghlin Electrical Contractors,1004,1,1,0,0,0,1,0,0
23281,2021,10/5/2021,Bergeron Financial,12,1,1,1,1,0,1,0,0
23282,2021,10/5/2021,William W. Meyer & Sons,2,1,1,0,0,0,1,0,0
23283,2021,10/5/2021,The Village Bank,2,0,0,0,0,1,0,0,0
23209,2021,10/6/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
22267,2021,10/7/2021,Eastern Bank,123,0,0,0,0,1,0,0,0
23247,2021,10/7/2021,Spaulding Rehabilitation Network,1,1,0,0,0,0,1,0,0
23273,2021,10/7/2021,"Senior Living, LLC d/b/a Bridgeway",8,1,1,0,0,0,1,0,0
23274,2021,10/7/2021,Dallas Independent School District,42,1,1,0,0,0,1,0,0
23275,2021,10/7/2021,1st MidAmerica Credit Union,1,1,1,0,0,0,1,0,0
23276,2021,10/7/2021,"Ritz Holman, LLP",1,1,1,0,0,0,1,0,1
23277,2021,10/7/2021,Diocese of Paterson,21,1,1,0,0,0,1,0,0
23278,2021,10/7/2021,The Cook Group,8,1,1,0,1,0,1,0,0
23265,2021,10/8/2021,EMJ Corporation,76,1,1,0,0,0,1,0,0
23266,2021,10/8/2021,Premier Patient Health Care,8,1,0,0,0,0,0,0,0
23267,2021,10/8/2021,ReproSource Fertility Diagnostics Inc,1736,1,1,1,1,1,1,0,0
23268,2021,10/8/2021,Plumsted Township,8,1,1,1,0,0,1,0,0
23269,2021,10/8/2021,"Terrier Media Buyer, Inc. dba Cox Media Group",612,1,1,1,1,0,1,0,0
23270,2021,10/8/2021,"Lester Electrical of Nebraska, Inc.",2,1,1,0,0,0,1,0,0
23271,2021,10/8/2021,WINCHESTER SAVINGS BANK,1,0,0,0,0,1,0,0,0
23272,2021,10/8/2021,Pacific City Bank,23,1,1,0,0,0,1,0,0
23252,2021,10/10/2021,The Cooperative Bank of Cape Cod,254,0,0,0,0,1,0,0,0
23258,2021,10/11/2021,People's United Bank,2,1,1,0,0,0,1,0,0
23259,2021,10/11/2021,"Timios, Inc.",572,1,1,1,1,1,1,0,0
23260,2021,10/11/2021,Koelnmesee Inc,1,1,0,0,1,0,0,0,0
23261,2021,10/11/2021,Commercial Foodservice Repair d/b/a Tech-24,2,1,1,0,0,0,1,0,0
23262,2021,10/11/2021,"Citibank, N.A.",1,1,0,0,1,0,1,0,0
23263,2021,10/11/2021,Lincoln Financial Group,1,1,1,0,0,0,1,0,0
23264,2021,10/11/2021,Riverbay Corporation,1,1,1,0,0,0,1,0,0
23254,2021,10/12/2021,Salem Five Cents Savings Bank,4,0,0,0,0,1,0,0,0
23256,2021,10/12/2021,Eagle Bank,1,0,0,0,0,1,0,0,0
23257,2021,10/12/2021,National Community Renaissance of California,2,1,1,1,1,0,1,0,0
23291,2021,10/12/2021,"Copeland Development & Construction Co., Inc.",1,1,1,0,0,1,1,0,0
23292,2021,10/12/2021,St. Cloud Financial Credit Union,3,1,1,0,0,0,1,0,0
23293,2021,10/12/2021,The Village Bank,2,0,0,0,0,1,0,0,0
23294,2021,10/13/2021,"Eastwood Holdco, LLC",1,1,1,0,0,0,1,0,0
23295,2021,10/13/2021,American Osteopathic Association,84,1,1,0,1,0,1,0,0
23296,2021,10/13/2021,Magers & Quinn,22,1,0,0,0,1,1,0,0
23248,2021,10/13/2021,University of Massachusetts Chan Medical School's Disability Community Based Solutoins,1,1,1,0,0,0,0,0,0
23249,2021,10/13/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23250,2021,10/13/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23251,2021,10/13/2021,"Lion Street Financial, LLC",64,1,1,1,1,0,1,0,0
23253,2021,10/13/2021,"Coinbase, Inc.",98,0,0,0,0,0,1,0,0
23285,2021,10/14/2021,MutualOne Bank,1,0,0,0,0,1,0,0,0
23286,2021,10/14/2021,MutualOne Bank,1,0,0,0,0,1,0,0,0
23287,2021,10/14/2021,MutualOne Bank,1,0,0,0,0,1,0,0,0
23288,2021,10/14/2021,Main Street Bank,1,0,0,0,0,1,0,0,0
23289,2021,10/14/2021,MoneyLion Inc.,53,1,0,0,1,0,0,0,0
23297,2021,10/14/2021,Adams Community Bank,1,0,0,0,0,1,0,0,0
23298,2021,10/14/2021,The Connell Company,45,1,1,1,1,0,1,0,0
23299,2021,10/14/2021,Newbridge Securities Corporation,607,1,1,0,1,0,1,0,0
23300,2021,10/14/2021,Albion Dispensing Solutions,1,1,0,0,0,1,1,0,0
23301,2021,10/14/2021,Ark Naturals,8,1,1,0,1,1,1,0,0
23302,2021,10/14/2021,"Stone Pigman Walther Wittman, L.L.C.",14,1,1,1,0,0,1,0,0
23303,2021,10/14/2021,The Public School and Education Employees Retirement Systems of Missouri,138,1,1,0,1,0,1,0,0
23304,2021,10/14/2021,"Elevated Title, LLC",17,1,1,1,1,1,1,0,0
23305,2021,10/14/2021,Securatex Ltd.,1,1,1,0,0,0,1,0,0
23306,2021,10/14/2021,"Tower Laboratories, Ltd.",1,1,1,0,0,0,1,0,0
23307,2021,10/15/2021,St. Mary's Credit Union,2,0,0,0,0,1,0,0,0
23308,2021,10/15/2021,St. Mary's Credit Union,1,0,0,0,0,1,0,0,0
23309,2021,10/15/2021,The Village Bank,1,0,0,0,0,1,0,0,0
23310,2021,10/15/2021,Walters & Mason Retail Inc. d/b/a Altar'd State,1,1,1,1,0,0,1,0,0
23311,2021,10/15/2021,"SA Stone Wealth Management, Inc.",13,1,1,1,1,0,1,0,0
23312,2021,10/15/2021,"OpenClose, a DBA of Beanstalk Networks, LLC",6,0,1,0,0,0,1,0,0
23313,2021,10/15/2021,"Lexington Eye Associates, Inc.",3,1,1,1,0,0,1,0,0
23314,2021,10/15/2021,"American Express Travel Related Services Company, Inc.",8,0,0,0,0,1,0,0,0
23315,2021,10/15/2021,Umass Memorial Health,2967,1,1,1,1,0,1,0,0
23316,2021,10/15/2021,PetroQuest Energy LLC,32,1,1,0,0,0,1,0,0
23317,2021,10/15/2021,Environmental Control LLC d/b/a ENCON Heating & AC,8,1,1,0,0,0,1,0,0
23318,2021,10/16/2021,The Leona Group,2,1,1,0,0,0,1,0,0
23319,2021,10/17/2021,"SunBelt Xpress Logistics, Inc.",1,1,1,1,1,0,1,0,0
23284,2021,10/18/2021,"American Express Travel Related Services Company, Inc",1,0,0,0,0,1,0,0,0
23322,2021,10/18/2021,WINCHESTER SAVINGS BANK,3,0,0,0,0,1,0,0,0
23323,2021,10/18/2021,Adams Community Bank,1,0,0,0,0,1,0,0,0
23324,2021,10/18/2021,"Family of Woodstock, Inc",47,1,1,1,1,1,1,0,0
23326,2021,10/18/2021,"Sanders Equities, LLC",1,1,1,0,0,0,1,0,0
23328,2021,10/18/2021,World Travel Holdings,128,1,1,1,1,1,1,0,0
23329,2021,10/18/2021,Buddhist Tzu Chi Foundation,159,1,1,0,0,0,1,0,0
23330,2021,10/19/2021,"Taco John's International, Inc",1,1,1,0,0,1,1,0,0
23331,2021,10/19/2021,"American Express Travel Related Services Company, Inc.",1,0,0,0,0,1,0,0,0
23332,2021,10/19/2021,"American Express Travel Related Services Company, Inc.",22,0,0,0,0,1,0,0,0
23333,2021,10/19/2021,"Direct Travel, Inc.",52,0,0,1,0,0,0,0,0
23334,2021,10/19/2021,"American Express Travel Related Services Company, Inc.",2,0,0,0,0,1,0,0,0
23320,2021,10/19/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23335,2021,10/20/2021,"HEPACO, Inc",15,1,1,1,0,1,1,0,0
